X,frankfurt_urban.MA[0].tcpApp[0]/endToEndDelay:vector
30.702195636072,0.448646
30.893009420539,0.180814
31.084218077691,0.181209
31.273791976702,0.179574
31.465753126435,0.181961
31.657137704561,0.181385
31.850711925562,0.183574
32.04275171646,0.18204
32.235834928122,0.183083
32.430548128432,0.184713
32.62135005043,0.180802
32.812999071297,0.181649
33.008410408892,0.185411
33.2260611229,0.207651
33.443732627617,0.207672
33.638363183066,0.184631
33.868662131219,0.220299
34.155235550765,0.276573
34.465190625472,0.299955
34.780226029079,0.305035
35.072264071927,0.282038
36.376661606104,1.2944
67.985380881175,31.5987
68.445658187229,0.450277
68.727408861634,0.271751
68.924191605167,0.186783
69.119502603695,0.185311
69.312313629532,0.182811
69.504533916312,0.18222
69.695848213893,0.181314
69.885471416956,0.179623
70.077278487903,0.181807
70.267272936838,0.179994
70.458362608556,0.18109
70.64825007746,0.179887
70.837932724363,0.179683
71.027592359613,0.17966
71.217279077703,0.179687
71.407361870624,0.180083
71.59770800012,0.180346
71.78824445343,0.180536
71.979243766471,0.180999
72.169239195347,0.179995
72.358935408455,0.179696
72.550260426932,0.181325
72.740852506744,0.180592
72.932711254386,0.181859
73.122877318737,0.180166
73.313699059089,0.180822
73.504591371721,0.180892
73.69475881855,0.180167
73.885111202331,0.180352
74.074556316886,0.179445
74.264652184401,0.180096
74.454133569288,0.179481
74.6456133804,0.18148
74.835261591606,0.179648
75.025504011129,0.180242
75.216210538138,0.180707
75.406262502687,0.180052
75.602464041127,0.186202
75.795769612131,0.183306
75.990621847205,0.184852
76.182801856399,0.18218
76.37287084034,0.180069
76.564844410874,0.181974
76.755672232321,0.180828
76.947439169054,0.181767
77.139549254721,0.18211
77.331766644513,0.182217
77.531115881634,0.189349
77.724199367395,0.183083
77.918838712036,0.184639
78.110144682947,0.181306
78.302175786009,0.182031
78.492028780971,0.179853
78.685243627993,0.183215
78.878986186867,0.183743
79.073982897943,0.184997
79.270214008188,0.186231
79.460550058684,0.180336
79.652471806903,0.181922
79.844032226123,0.18156
80.131027879818,0.276996
80.44517911713,0.304151
80.798917683292,0.343739
81.231195375034,0.422278
81.551549548214,0.310354
81.88905969366,0.32751
114.732819763398,32.8338
115.093835695925,0.351016
115.314039586515,0.210204
115.470126496274,0.146087
115.624780317922,0.144654
115.777692729925,0.142912
115.929160562507,0.141468
116.079882281138,0.140722
116.229267219072,0.139385
116.379805761196,0.140539
116.530739437362,0.140934
116.680448979271,0.13971
116.830555530639,0.140107
116.981081926932,0.140526
117.13024189508,0.13916
117.279644887112,0.139403
117.430996142499,0.141351
117.581415379226,0.140419
117.731486111745,0.140071
117.881917900487,0.140432
118.031267068099,0.139349
118.18043628708,0.139169
118.331158633272,0.140722
118.482395670011,0.141237
118.632036802914,0.139641
118.782271730099,0.140235
118.931775985191,0.139504
119.081160599245,0.139385
119.231466797235,0.140306
119.381612131069,0.140145
119.531195913167,0.139584
119.680563774662,0.139368
119.830201703238,0.139638
119.980581475753,0.14038
120.130644812759,0.140063
120.281125709845,0.140481
120.4305119119,0.139386
120.580051117853,0.139539
120.729329451022,0.139278
120.878978290729,0.139649
121.028765767016,0.139787
121.178161315862,0.139396
121.328725485185,0.140564
121.477986167035,0.139261
121.627597910939,0.139612
121.777990618938,0.140393
121.927422500243,0.139432
122.076639639708,0.139217
122.227955055445,0.141315
122.37814130871,0.140186
122.528469472501,0.140328
122.680612899054,0.142143
122.831897411184,0.141285
122.981222196,0.139325
123.131097891793,0.139876
123.281419976828,0.140322
123.431216141735,0.139796
123.580801823329,0.139586
123.731450443271,0.140649
123.881018267098,0.139568
124.031761763053,0.140743
124.181458104093,0.139696
124.330990139391,0.139532
124.480450254114,0.13946
124.629930251272,0.13948
124.779583299874,0.139653
124.929758631155,0.140175
125.079138109942,0.139379
125.228458632207,0.139321
125.37874217659,0.140284
125.529199331903,0.140457
125.678588034779,0.139389
125.829124805241,0.140537
125.98055143618,0.141427
126.131712115885,0.141161
126.282231854012,0.14052
126.431740910678,0.139509
126.581947730027,0.140207
126.733282498439,0.141335
126.883171801453,0.139889
127.034568455471,0.141397
127.186331127389,0.141763
127.337584387313,0.141253
127.487543757486,0.139959
127.639609764906,0.142066
127.789442299267,0.139833
127.943468753826,0.144026
128.093194478119,0.139726
128.24240442484,0.13921
128.393304329092,0.1409
128.544862318954,0.141558
128.696012956265,0.141151
128.847415066309,0.141402
128.997096341527,0.139681
129.148771648523,0.141675
129.298234114645,0.139462
129.45023227328,0.141998
129.600901909848,0.14067
129.753009603453,0.142108
129.902829394009,0.13982
130.053547154834,0.140718
130.205049757001,0.141503
130.357010039436,0.14196
130.508248409635,0.141238
130.658579543685,0.140331
130.809828952884,0.141249
130.965249820059,0.145421
131.12322829429,0.147978
131.274711991332,0.141484
131.427722020192,0.14301
131.584039267527,0.146317
131.740732660047,0.146693
131.898174103104,0.147441
132.056780523503,0.148606
132.207923110248,0.141143
132.359409786876,0.141487
132.509657234169,0.140247
132.670162509291,0.150505
132.820805113051,0.140643
132.971627354741,0.140822
133.124436679936,0.142809
133.275162083192,0.140725
133.427843088468,0.142681
133.582233230153,0.14439
133.742669923717,0.150437
133.915244856668,0.162575
134.10518264823,0.179938
134.329084460692,0.213902
134.502961621486,0.163877
134.665113418578,0.152152
134.822948738774,0.147835
134.996299134462,0.16335
135.193686954906,0.187388
135.522876467897,0.31919
135.916129117237,0.383253
136.298288933299,0.37216
136.567071093873,0.258782
136.808268757023,0.231198
137.096986212077,0.278717
168.544789911963,31.4378
168.905106988399,0.350317
169.124474289799,0.209367
169.281878661132,0.147404
169.436671580472,0.144793
169.5889191154,0.142248
