X,frankfurt_urban.MA[0].idLayer/sequenceUpdateDa:vector
0.1,0
52.558087585621,1
99.014054043439,2
148.696651612265,3
156.696651612265,4
205.212378471487,5
221.212378471487,6
305.63097354674,7
417.58584910999,8
