X,frankfurt_urban.MA[0].idLayer/sequenceUpdateDa:vector
0.1,0
51.004328117397,1
67.004328117397,2
99.004328117397,3
163.004328117397,4
310.720679870219,5
326.720679870219,6
419.109093524876,7
435.109093524876,8
