X,frankfurt_urban_n_vehicles.MA[5].idLayer/sequenceUpdateCa:vector
206.342620233919,1
302.790353215297,2
303.290353215297,3
303.790353215297,4
345.114073283938,5
385.049775114864,6
385.549775114864,7
386.049775114864,8
386.263939567191,9
386.763939567191,10
387.263939567191,11
387.763939567191,12
388.263939567191,13
388.763939567191,14
389.263939567191,15
389.763939567191,16
390.263939567191,17
390.763939567191,18
391.263939567191,19
391.763939567191,20
392.263939567191,21
392.763939567191,22
393.263939567191,23
393.763939567191,24
394.263939567191,25
394.763939567191,26
395.263939567191,27
395.763939567191,28
396.263939567191,29
396.763939567191,30
397.263939567191,31
397.763939567191,32
398.263939567191,33
398.763939567191,34
399.263939567191,35
399.763939567191,36
400.263939567191,37
400.763939567191,38
401.263939567191,39
401.763939567191,40
402.263939567191,41
402.763939567191,42
403.263939567191,43
403.763939567191,44
404.263939567191,45
404.763939567191,46
405.263939567191,47
405.763939567191,48
406.263939567191,49
406.763939567191,50
407.263939567191,51
407.763939567191,52
408.263939567191,53
408.763939567191,54
409.263939567191,55
409.763939567191,56
410.263939567191,57
410.705213615726,58
411.205213615726,59
411.705213615726,60
412.000761896678,61
