X,frankfurt_urban_n_vehicles_mipv6.MA[3].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
200.372832971943,1
201.372832971943,2
203.372832971943,3
207.372832971943,4
215.372832971943,5
231.372832971943,6
263.372832971943,7
295.372832971943,8
299.206106393932,1
300.206106393932,2
302.206106393932,3
306.206106393932,4
314.206106393932,5
330.206106393932,6
342.940591226885,1
343.940591226885,2
345.940591226885,3
349.940591226885,4
357.940591226885,5
373.940591226885,6
