X,frankfurt_urban_n_vehicles_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
193.854217072436,1
194.854217072436,2
196.854217072436,3
200.854217072436,4
208.854217072436,5
224.854217072436,6
256.854217072436,7
288.854217072436,8
294.471999998754,1
295.471999998754,2
297.471999998754,3
301.471999998754,4
309.471999998754,5
325.471999998754,6
332.410893950861,1
333.410893950861,2
335.410893950861,3
339.410893950861,4
347.410893950861,5
363.410893950861,6
395.410893950861,7
400.055657321093,1
