X,frankfurt_urban_n_vehicles.MA[1].idLayer/sequenceUpdateCa:vector
60.029728073302,1
196.230719592498,2
286.528635484563,3
287.028635484563,4
287.528635484563,5
334.865635208966,6
374.936903468484,7
375.436903468484,8
375.936903468484,9
376.436903468484,10
376.798166536553,11
377.298166536553,12
377.798166536553,13
378.298166536553,14
378.798166536553,15
379.298166536553,16
379.798166536553,17
380.298166536553,18
380.798166536553,19
381.298166536553,20
381.798166536553,21
382.298166536553,22
382.798166536553,23
383.298166536553,24
383.798166536553,25
384.298166536553,26
384.798166536553,27
385.298166536553,28
385.798166536553,29
386.298166536553,30
386.798166536553,31
387.298166536553,32
387.798166536553,33
388.298166536553,34
388.798166536553,35
389.298166536553,36
389.798166536553,37
390.298166536553,38
390.798166536553,39
391.298166536553,40
391.798166536553,41
392.298166536553,42
392.798166536553,43
394.961587485248,44
