X,frankfurt_urban_n_vehicles.MA[0].tcpApp[0]/endToEndDelay:vector
31.227774591209,0.351532
31.390544321358,0.15277
31.542201540911,0.141657
31.701201964901,0.149
31.856365849768,0.145164
32.038754587891,0.172389
32.892870382094,0.844116
33.274682478027,0.371812
34.741888078671,1.45721
37.70417785286,2.95229
37.951534006108,0.237356
38.153663557833,0.19213
38.31409350028,0.15043
38.472866876237,0.148773
38.630326978359,0.14746
38.784068290158,0.143741
38.945323201701,0.151255
39.103674912955,0.148352
39.254527871484,0.140853
39.406414881016,0.141887
39.558478652352,0.142064
39.715111957593,0.146633
39.866679840352,0.141568
40.017558988173,0.140879
40.169167553144,0.141609
40.321084746455,0.141917
40.478089252584,0.147005
40.629071284109,0.140982
40.779086400894,0.140015
40.932285607639,0.143199
41.082435539022,0.14015
41.233789286606,0.141354
41.384025053939,0.140236
41.534237738709,0.140213
41.685787375001,0.14155
41.841011579007,0.145224
41.992642870984,0.141631
42.14307332599,0.14043
42.292706724466,0.139633
42.443404513111,0.140698
42.594818675755,0.141414
42.75194426573,0.147126
42.903788609656,0.141844
43.053622755281,0.139834
43.205758026482,0.142135
43.35634979778,0.140592
43.506120605864,0.139771
43.65818837747,0.142068
43.808834871979,0.140646
43.960959550321,0.142125
44.111135173917,0.140176
44.263217906931,0.142083
44.414607199456,0.141389
44.564647715479,0.140041
44.714271452127,0.139624
44.864493168572,0.140222
45.0142774793,0.139784
45.164415145667,0.140138
45.31429378734,0.139879
45.465298882546,0.141005
45.61529448239,0.139996
45.768297213908,0.143003
45.918747463735,0.14045
46.068587011229,0.13984
46.219995761259,0.141409
46.370485633013,0.14049
46.520615809033,0.14013
46.671596203656,0.14098
46.822454019553,0.140858
46.972034152103,0.13958
47.122317273695,0.140283
47.272051722507,0.139734
47.422817163356,0.140765
47.574082907395,0.141266
47.725092890686,0.14101
47.886045147658,0.150952
48.035551559706,0.139506
48.187255267397,0.141704
48.336662669662,0.139407
48.486295067547,0.139632
48.638281758085,0.141987
48.788766652067,0.140485
48.938743687377,0.139977
49.092207656126,0.143464
