X,frankfurt_urban_n_vehicles.MA[3].tcp/rcvd seq
337.07215940445,8.42537e+07
337.142952707358,8.42537e+07
337.145339372194,8.42537e+07
337.216065166717,8.42543e+07
337.217926820177,8.42548e+07
337.288944955552,8.42554e+07
337.296039262472,8.42559e+07
337.297881915932,8.42564e+07
337.299742569392,8.4257e+07
337.358766392183,8.42575e+07
337.368586034315,8.4258e+07
337.386449934504,8.42586e+07
337.387560576636,8.42591e+07
337.3899738609,8.42596e+07
337.399320787296,8.42602e+07
337.400616418102,8.42607e+07
337.40351931052,8.42612e+07
337.442598164027,8.42618e+07
337.445044425639,8.42623e+07
337.448017056445,8.42629e+07
337.454510318057,8.42634e+07
337.459124632744,8.42639e+07
337.46021726355,8.42645e+07
337.467958155968,8.4265e+07
337.470300786774,8.42655e+07
337.47290141758,8.42661e+07
337.474030048386,8.42666e+07
337.474933679192,8.42671e+07
337.475918309998,8.42677e+07
337.478971940804,8.42682e+07
337.48429357161,8.42688e+07
337.525667806816,8.42693e+07
337.528632426352,8.42698e+07
337.530920665424,8.42704e+07
337.53188728496,8.42709e+07
337.532979904496,8.42714e+07
337.54532138264,8.4272e+07
337.548778621712,8.42725e+07
337.552752099856,8.4273e+07
337.554127719392,8.42736e+07
337.556097338928,8.42741e+07
337.559204958464,8.42746e+07
337.562015578,8.42752e+07
337.563108197536,8.42757e+07
337.564905436608,8.42763e+07
337.59455728994,8.42768e+07
337.598796909476,8.42773e+07
337.601952542277,8.42779e+07
337.603331001543,8.42784e+07
337.604468609853,8.42789e+07
337.618246718759,8.42795e+07
337.624074151999,8.428e+07
337.642300760309,8.42805e+07
337.660660475467,8.42816e+07
337.666029122787,8.42822e+07
337.666544731097,8.42827e+07
337.668607770107,8.42832e+07
337.669132378417,8.42838e+07
337.671660417427,8.42843e+07
337.672185025737,8.42848e+07
337.678814064747,8.42854e+07
337.679311673057,8.42859e+07
337.680719281367,8.42864e+07
337.691208916361,8.4287e+07
337.693489623897,8.42875e+07
337.752768355988,8.4288e+07
337.753573953124,8.42811e+07
337.824680417636,8.42886e+07
337.825746003082,8.42891e+07
337.827149588528,8.42897e+07
337.827701173974,8.42902e+07
337.829597344866,8.42907e+07
337.830728930312,8.42913e+07
337.838478101204,8.42918e+07
337.89356986667,8.42923e+07
337.913609544363,8.42929e+07
337.921690129809,8.42934e+07
337.922647703505,8.42939e+07
