X,frankfurt_urban_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
66.725781264617,1
67.725781264617,2
104.703606673577,3
104.955426327027,4
105.955426327027,5
106.560698562325,6
107.560698562325,7
169.644352601766,8
229.480500247646,9
340.123502230427,10
