X,frankfurt_urban_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
79.949460254765,1
80.949460254765,2
103.600297686602,3
107.93555077526,4
108.93555077526,5
109.743268729831,6
110.743268729831,7
168.938872061311,8
235.545898938625,9
371.028747567802,10
