X,frankfurt_urban_mipv6.MA[0].tcpApp[0]/endToEndDelay:vector
31.24580387671,1.01942
32.119204438598,0.773401
33.029241610027,0.810037
34.443808379249,1.31457
70.295601661392,35.7518
71.536479622841,1.14088
72.778443383914,1.14196
74.02293379771,1.14449
75.268263671316,1.14533
76.518233635025,1.14997
77.777138482197,1.1589
79.062931669828,1.18579
80.356290422773,1.19336
115.156095108674,34.6998
116.645024652543,1.38893
117.883312784708,1.13829
119.121637122911,1.13832
120.358509367387,1.13687
121.597645851086,1.13914
122.836720072708,1.13907
124.076109807754,1.13939
125.317162345394,1.14105
126.560222321729,1.14306
127.80142231416,1.1412
129.049277009426,1.14785
130.305527340919,1.15625
131.569716988641,1.16419
132.859711678945,1.18999
134.174326070703,1.21461
135.667036366886,1.39271
170.381246271725,34.6142
171.745040027385,1.26379
172.987607678387,1.14257
174.230983157012,1.14338
175.477297274305,1.14631
176.727852723886,1.15056
177.979903849071,1.15205
179.241276204253,1.16137
180.857671599357,1.5164
182.56106746587,1.6034
184.081932286704,1.42086
252.70728866797,68.5254
254.260812292054,1.45352
255.681702322295,1.32089
257.101538709412,1.31984
258.522664078841,1.32113
259.942517583293,1.31985
261.361605725065,1.31909
262.784437351703,1.32283
264.208518450891,1.32408
265.632198737044,1.32368
267.055631222083,1.32343
268.484355091817,1.32872
269.910269145723,1.32591
271.337240720456,1.32697
272.773535651037,1.33629
274.204451282588,1.33092
275.642791777737,1.33834
277.091852177927,1.34906
278.577745457477,1.38589
280.039782724018,1.36204
281.515578933796,1.3758
282.97741010403,1.36183
284.49319935525,1.41579
352.564816504346,67.9716
354.413400019025,1.74858
355.840843337456,1.32744
357.26538070966,1.32454
358.695304618135,1.32992
360.126285829786,1.33098
361.545528631651,1.31924
362.971293606117,1.32576
364.393189022686,1.3219
365.815059535105,1.32187
367.238183090167,1.32312
368.658878917593,1.3207
370.081169030858,1.32229
371.50268262118,1.32151
372.926879678014,1.3242
374.350161586737,1.32328
375.772212277625,1.32205
377.196793875643,1.32458
378.620819053839,1.32403
380.043537492121,1.32272
381.46595186818,1.32241
382.890791700387,1.32484
384.314147784442,1.32336
385.736000167226,1.32185
387.168250144598,1.33225
388.596053916613,1.3278
390.034358457033,1.3383
391.476838871157,1.34248
392.926222065314,1.34938
394.386267728694,1.36005
395.868230402503,1.38196
397.396516834232,1.42829
403.429377479362,5.93286
