X,frankfurt_urban_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
67.212683315867,1
68.212683315867,2
101.547966006662,3
167.637745890236,4
228.005620892059,5
350.842413829209,6
351.842413829209,7
439.491521609603,8
