X,frankfurt_urban_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
68.939736595198,1
69.939736595198,2
102.685021401633,3
105.28731994005,4
106.28731994005,5
106.748384157953,6
107.748384157953,7
165.734722439313,8
229.151015757496,9
376.874166873614,10
