X,frankfurt_urban_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
67.279236472119,1
68.279236472119,2
99.66749278961,3
100.66749278961,4
162.375642355987,5
229.799265850863,6
230.799265850863,7
347.532861270772,8
