X,frankfurt_urban_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
63.002378415187,1
64.002378415187,2
101.816651938714,3
163.922827245704,4
233.898966823058,5
398.285233247121,6
399.285233247121,7
