X,frankfurt_urban_mipv6.MA[0].tcpApp[0]/endToEndDelay:vector
31.249367391039,1.02153
32.136618291074,0.787251
33.05097318726,0.814355
34.333418135921,1.18244
71.260887853912,36.8275
72.510789510846,1.1499
73.755095502184,1.14431
75.003149059248,1.14805
76.2530656764,1.14992
77.507893056693,1.15483
78.772854970763,1.16496
80.385365783303,1.51251
82.828935765867,2.34357
116.329967008033,33.401
117.570772765679,1.14081
118.811668004854,1.1409
120.055509618,1.14384
121.298680867301,1.14317
122.540890944959,1.14221
123.781235335842,1.14034
125.024526215443,1.14329
126.271271781157,1.14675
127.518114937488,1.14684
128.768170780257,1.15006
130.023343237715,1.15517
131.31428649287,1.19094
132.58052747522,1.16624
133.896122344211,1.21559
135.387440310172,1.39132
266.985648567186,131.498
268.54063299786,1.45498
269.969624365192,1.32899
271.412291948559,1.34267
272.846592189905,1.3343
274.284782011857,1.33819
275.734772681124,1.34999
277.175421173704,1.34065
278.647972511972,1.37255
280.119981152315,1.37201
281.593358443818,1.37338
283.077777479,1.38442
284.537128960004,1.35935
353.345677000754,68.7085
355.20846958928,1.76279
356.641549041168,1.33308
358.069523695334,1.32797
359.49566007819,1.32614
360.92323988815,1.32758
362.351694497782,1.32845
363.778396230722,1.3267
365.207045836582,1.32865
366.634142164942,1.3271
368.06217910669,1.32804
369.492728823754,1.33055
370.920584152114,1.32786
372.353512482566,1.33293
373.781572075399,1.32806
375.215127792463,1.33356
376.641355037159,1.32623
378.072441754223,1.33109
379.500668270959,1.32823
380.925464329532,1.3248
382.350090576275,1.32463
383.77510383096,1.32501
385.202225217638,1.32712
386.634547559938,1.33232
388.064195735653,1.32965
389.511718608741,1.34752
390.942965035597,1.33125
392.383329408055,1.34036
393.990314919824,1.50699
396.591339606371,2.50102
398.833466029767,2.14213
401.320208624025,2.38674
