X,frankfurt_urban_mipv6.MA[0].tcpApp[0]/endToEndDelay:vector
31.24422576892,1.01802
32.127516803224,0.783291
33.022009463596,0.794493
34.291376258256,1.16937
69.060863526331,34.6695
70.55995338006,1.39909
71.804041039249,1.14409
73.052875934603,1.14883
74.295143312327,1.14227
75.544758986548,1.14962
76.796685768737,1.15193
78.06890350103,1.17222
79.328027539616,1.15912
81.187575775498,1.75955
115.311907895496,34.0243
116.55431968011,1.14241
117.79207809561,1.13776
119.032097691707,1.14002
120.273506353192,1.14141
121.515013656295,1.14151
122.756488178384,1.14147
124.000900120419,1.14441
125.245515008731,1.14461
126.491584838372,1.14607
127.74320037863,1.15162
128.991593915182,1.14839
130.25667246592,1.16508
131.530498781867,1.17383
132.81571734318,1.18522
134.108638362375,1.19292
171.540612172875,37.332
173.041091547287,1.40048
174.285342696864,1.14425
175.536525261377,1.15118
176.786345385305,1.14982
178.036494819248,1.15015
179.304276915864,1.16778
180.570185762678,1.16591
181.87195621101,1.20177
183.15569887442,1.18374
185.608266939212,2.35257
256.417202799965,70.7089
257.985870170128,1.46867
259.40887309311,1.323
260.837822552515,1.32895
262.262717934229,1.3249
263.682805788504,1.32009
265.106429059269,1.32362
266.529100097797,1.32267
267.956491891852,1.32739
269.384732761282,1.32824
270.812062396708,1.32733
272.244328942227,1.33227
273.683291223115,1.33896
275.130615626089,1.34732
276.56835047154,1.33773
278.030047937943,1.3617
279.505908614563,1.37586
281.002028455517,1.39612
282.485695217843,1.38367
283.97007103954,1.38438
285.511986103969,1.44192
351.615419982463,66.0034
353.318276383319,1.60286
354.740380894019,1.3221
356.165561459361,1.32518
357.592530701647,1.32697
359.018946958371,1.32642
360.445233098663,1.32629
361.874436446954,1.3292
363.304969926019,1.33053
364.735301650726,1.33033
366.163044630225,1.32774
367.587842288917,1.3248
369.015430110177,1.32759
370.443068770625,1.32764
371.868082032637,1.32501
373.290577772734,1.3225
374.716007755091,1.32543
376.144460364523,1.32845
377.568862875223,1.3244
378.995293796391,1.32643
380.422143806123,1.32685
381.849365248182,1.32722
383.272941586511,1.32358
384.70173172754,1.32879
386.128276261307,1.32654
387.55854931069,1.33027
388.988813025245,1.33026
390.425724228826,1.33691
391.883887129648,1.35816
393.356534428559,1.37265
394.828980340596,1.37245
396.300259498609,1.37128
399.030979842011,2.63072
