X,frankfurt_urban_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
78.669936426884,1
79.669936426884,2
104.552903936814,3
168.89029734023,4
221.04866257738,5
222.04866257738,6
224.04866257738,7
228.04866257738,8
332.089015363678,9
