X,frankfurt_urban_mipv6.MA[0].tcpApp[0]/endToEndDelay:vector
31.247979706813,1.02138
32.133694065788,0.785714
33.043377126781,0.809683
35.065351724896,1.92197
71.940924527755,36.7756
73.185462046467,1.14454
74.43095171027,1.14549
75.677846011579,1.14689
76.925474964417,1.14763
78.1889876592,1.16351
79.452382478061,1.16339
80.765350352584,1.21297
114.315471674086,33.4501
115.556897095549,1.14143
116.796932747612,1.14004
118.037969237791,1.14104
119.279537819691,1.14157
120.520282458311,1.14074
121.75886785238,1.13859
122.998209878159,1.13934
124.247248906967,1.14904
125.491318603806,1.14407
126.736958926602,1.14564
127.981736242608,1.14478
129.228086619102,1.14635
130.483394733134,1.15531
131.759304017001,1.17591
133.030571290133,1.17127
134.341151289306,1.21058
135.669583078789,1.22843
141.160503254888,5.39092
269.736462566991,128.476
271.169810306333,1.33335
272.60724017173,1.33743
274.040349948722,1.33311
275.475333000716,1.33498
276.929220486249,1.35389
278.385021746995,1.3558
279.86167904267,1.37666
281.814503572324,1.85282
283.389981144089,1.47548
285.363007809756,1.87303
358.651613510723,73.1886
360.370332342553,1.61872
361.794651684381,1.32432
363.223474891079,1.32882
364.649579407818,1.3261
366.074789547838,1.32521
367.501482235006,1.32669
368.928266572868,1.32678
370.359252015502,1.33099
371.782832051935,1.32358
373.209307229632,1.32648
374.634364263148,1.32506
376.06148408261,1.32712
377.490872943353,1.32939
378.912599538427,1.32173
380.339489494836,1.32689
381.766027945355,1.32654
383.192132357775,1.3261
384.619438061666,1.32731
386.048043080871,1.32861
387.483767856568,1.33572
388.917718181744,1.33395
390.358267703871,1.34055
391.812202192126,1.35393
393.265670131054,1.35347
394.747902491833,1.38223
396.692968185576,1.84507
398.226638682261,1.43367
400.492514748055,2.16588
