X,frankfurt_urban_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
63.883248753717,1
64.883248753717,2
104.683361819783,3
171.487420555285,4
226.489581124144,5
316.605209347328,6
