X,frankfurt_urban_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
73.403854768327,1
74.403854768327,2
105.187710575797,3
166.626905042781,4
231.432232557377,5
363.418080148733,6
