X,frankfurt_urban_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
69.318311094274,1
70.318311094274,2
100.794485245041,3
101.794485245041,4
167.416332067349,5
230.12449717298,6
231.12449717298,7
315.793692112784,8
431.779882367753,9
