X,frankfurt_urban_mipv6.MA[0].tcp/rcvd seq
30.226550832877,7.53043e+06
30.309784596708,7.53043e+06
30.311276331801,7.53043e+06
30.394202284631,7.53096e+06
30.395232019725,7.5315e+06
30.477137251135,7.53204e+06
30.477774013577,7.53257e+06
30.479270538461,7.53311e+06
30.479799300903,7.53364e+06
30.560628007472,7.53418e+06
30.561165797348,7.53472e+06
30.5626803771,7.53525e+06
30.563746166976,7.53579e+06
30.564211956852,7.53632e+06
30.564704746728,7.53686e+06
30.56611132648,7.5374e+06
30.568092696108,7.53793e+06
30.644082818698,7.53847e+06
30.645760636049,7.539e+06
30.646262453401,7.53954e+06
30.646791270753,7.54008e+06
30.647695088105,7.54061e+06
30.648733905457,7.54115e+06
30.650149540161,7.54168e+06
30.651646174865,7.54222e+06
30.652228992217,7.54276e+06
30.653150809569,7.54329e+06
30.653625626921,7.54383e+06
30.654601444273,7.54436e+06
30.656930896329,7.5449e+06
30.657942713681,7.54544e+06
30.727548867568,7.54597e+06
30.729573319624,7.54651e+06
30.730810164542,7.54704e+06
30.732734854378,7.54758e+06
30.733755699296,7.54812e+06
30.734866544214,7.54865e+06
30.735959389132,7.54919e+06
30.73653323405,7.54972e+06
30.738938923885,7.55026e+06
30.740188768803,7.5508e+06
30.741559458639,7.55133e+06
30.742607303557,7.55187e+06
30.743700148475,7.5524e+06
30.745350993392,7.55294e+06
30.810402944003,7.55348e+06
30.812607396059,7.55401e+06
30.815025905425,7.55455e+06
30.816109777905,7.55508e+06
30.816699775731,7.55562e+06
30.818268520691,7.55616e+06
30.819414310485,7.55669e+06
30.819935155403,7.55723e+06
30.823006845238,7.55776e+06
30.823562717718,7.5583e+06
30.826491462677,7.55884e+06
30.827512335157,7.55937e+06
30.828014207637,7.55991e+06
30.829907952597,7.56044e+06
30.893446034219,7.56098e+06
30.896316486274,7.56152e+06
30.897906995641,7.56205e+06
30.900719881934,7.56259e+06
30.901839782042,7.56312e+06
30.90291468215,7.56366e+06
30.903551582258,7.5642e+06
30.904671482366,7.56473e+06
30.907974821747,7.56527e+06
30.908521721855,7.5658e+06
30.910081522071,7.56634e+06
30.911804184147,7.56688e+06
30.913158084255,7.56741e+06
30.914214984363,7.56795e+06
30.976372138249,7.56848e+06
30.983148590301,7.56902e+06
30.984169490409,7.56956e+06
30.985235390517,7.57009e+06
30.986540700102,7.57063e+06
30.98758860021,7.57116e+06
30.988555500318,7.5717e+06
30.989657400426,7.57224e+06
30.991447839699,7.57277e+06
30.992048739807,7.57331e+06
30.993644540023,7.57384e+06
30.995906340238,7.57438e+06
30.998158140454,7.57492e+06
30.999278040562,7.57545e+06
31.059235269941,7.57599e+06
31.066011721993,7.57652e+06
31.067140622101,7.57706e+06
31.068251522209,7.5776e+06
31.069484831794,7.57813e+06
31.070523759598,7.57867e+06
31.071508687402,7.5792e+06
31.072691532118,7.57974e+06
31.07498504643,7.58028e+06
31.077218671714,7.58081e+06
31.078248599518,7.58135e+06
31.080027372038,7.58188e+06
31.082258172254,7.58242e+06
31.082832100058,7.58296e+06
31.144611429363,7.58349e+06
31.149486881414,7.58403e+06
31.151209836981,7.58456e+06
31.152338792549,7.5851e+06
31.153440748117,7.58564e+06
31.155914659253,7.58617e+06
31.156542614821,7.58671e+06
31.157536570389,7.58724e+06
31.160560481525,7.58778e+06
31.161143437093,7.58832e+06
31.162568348229,7.58885e+06
31.163232303797,7.58939e+06
31.16564125948,7.58992e+06
31.168181170615,7.59046e+06
31.228024616768,7.591e+06
31.232278068819,7.59153e+06
31.234091024386,7.59207e+06
31.236411935522,7.5926e+06
31.23752289109,7.59314e+06
31.239414802226,7.59368e+06
31.240714785996,7.59421e+06
31.241414769766,7.59475e+06
31.244011355698,7.59528e+06
31.428080396996,7.5958e+06
31.42882543825,7.5958e+06
31.429291479504,7.59633e+06
31.430276520758,7.59687e+06
31.431342562012,7.5974e+06
31.432462603266,7.59794e+06
31.433869685774,7.59848e+06
31.434917727028,7.59901e+06
31.436351809536,7.59955e+06
31.43698885079,7.60008e+06
31.440218933297,7.60062e+06
31.441248974551,7.60116e+06
31.443107015804,7.60169e+06
31.443681057058,7.60223e+06
31.444165098312,7.60276e+06
31.516285752573,7.6033e+06
31.517396821991,7.60384e+06
31.518525891409,7.60437e+06
31.520221960826,7.60491e+06
31.521306030244,7.60544e+06
31.523561099661,7.60598e+06
31.524225169079,7.60652e+06
31.525596307915,7.60705e+06
31.527743377332,7.60759e+06
31.52829044675,7.60812e+06
31.529769585586,7.60866e+06
31.530253655004,7.6092e+06
31.53170579384,7.60973e+06
31.533489932676,7.61027e+06
31.599077039727,7.6108e+06
31.600296122835,7.61134e+06
31.602217192252,7.61188e+06
31.604545516119,7.61241e+06
