X,frankfurt_urban_n_vehicles.MA[3].idLayer/sequenceUpdateCa:vector
195.762722640869,1
294.567824612405,2
343.692997496694,3
380.061814795559,4
380.561814795559,5
381.061814795559,6
381.170507579363,7
381.670507579363,8
382.170507579363,9
382.670507579363,10
383.170507579363,11
383.670507579363,12
384.170507579363,13
384.670507579363,14
385.170507579363,15
385.670507579363,16
386.170507579363,17
386.670507579363,18
387.170507579363,19
387.670507579363,20
388.170507579363,21
388.670507579363,22
389.170507579363,23
389.670507579363,24
390.170507579363,25
390.670507579363,26
391.170507579363,27
391.670507579363,28
392.170507579363,29
392.670507579363,30
393.170507579363,31
393.670507579363,32
394.170507579363,33
394.670507579363,34
395.170507579363,35
395.670507579363,36
396.170507579363,37
396.670507579363,38
397.170507579363,39
397.670507579363,40
398.170507579363,41
398.670507579363,42
399.170507579363,43
399.670507579363,44
400.170507579363,45
400.670507579363,46
401.170507579363,47
401.670507579363,48
402.170507579363,49
404.117381276253,50
