X,frankfurt_urban_n_vehicles_mipv6.MA[3].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
223.521477526321,1
224.521477526321,2
226.521477526321,3
230.521477526321,4
238.521477526321,5
254.521477526321,6
286.521477526321,7
300.093575272833,1
301.093575272833,2
303.093575272833,3
307.093575272833,4
315.093575272833,5
331.093575272833,6
343.144598863246,1
344.144598863246,2
346.144598863246,3
350.144598863246,4
358.144598863246,5
374.144598863246,6
380.080657650582,1
381.080657650582,2
383.080657650582,3
387.080657650582,4
395.080657650582,5
405.722582166949,6
406.144598863246,7
406.722582166949,7
438.144598863246,8
