X,frankfurt_urban_n_vehicles_mipv6.MA[6].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
203.205539429756,1
204.205539429756,2
206.205539429756,3
210.205539429756,4
218.205539429756,5
234.205539429756,6
266.205539429756,7
298.205539429756,8
304.457462453481,1
305.457462453481,2
307.457462453481,3
311.457462453481,4
319.457462453481,5
335.457462453481,6
343.794669057154,1
344.794669057154,2
346.794669057154,3
350.794669057154,4
358.794669057154,5
374.794669057154,6
406.08355321781,1
407.08355321781,2
409.08355321781,3
