X,frankfurt_urban_n_vehicles_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
191.431840189969,1
192.431840189969,2
194.431840189969,3
198.431840189969,4
206.431840189969,5
222.431840189969,6
254.431840189969,7
286.431840189969,8
287.517932439872,1
288.517932439872,2
290.517932439872,3
294.517932439872,4
302.517932439872,5
318.517932439872,6
335.04467017661,1
336.04467017661,2
338.04467017661,3
342.04467017661,4
350.04467017661,5
366.04467017661,6
372.126438877978,1
373.126438877978,2
375.126438877978,3
379.126438877978,4
387.126438877978,5
392.939615039197,6
393.939615039197,7
398.04467017661,7
