X,frankfurt_urban_n_vehicles_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
194.659916065526,1
195.659916065526,2
197.659916065526,3
201.659916065526,4
209.659916065526,5
225.659916065526,6
257.659916065526,7
289.659916065526,8
298.456453370871,1
299.456453370871,2
301.456453370871,3
305.456453370871,4
313.456453370871,5
329.456453370871,6
337.504908731157,1
338.504908731157,2
340.504908731157,3
344.504908731157,4
352.504908731157,5
368.504908731157,6
396.507734073082,1
397.507734073082,2
399.507734073082,3
403.507734073082,4
411.507734073082,5
427.507734073082,6
