X,frankfurt_urban_n_vehicles_mipv6.MA[1].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
193.024458539348,1
194.024458539348,2
196.024458539348,3
200.024458539348,4
208.024458539348,5
224.024458539348,6
256.024458539348,7
288.024458539348,8
298.117808036873,1
299.117808036873,2
301.117808036873,3
305.117808036873,4
313.117808036873,5
329.117808036873,6
337.675508248213,1
338.675508248213,2
340.675508248213,3
344.675508248213,4
352.675508248213,5
368.675508248213,6
400.675508248213,7
405.255814795587,1
406.255814795587,2
408.255814795587,3
412.255814795587,4
420.255814795587,5
