X,frankfurt_urban_n_vehicles_mipv6.MA[5].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
196.655291583324,1
197.655291583324,2
199.655291583324,3
203.655291583324,4
211.655291583324,5
227.655291583324,6
259.655291583324,7
291.655291583324,8
304.725457940824,1
305.725457940824,2
307.725457940824,3
311.725457940824,4
319.725457940824,5
335.725457940824,6
339.214944855245,1
340.214944855245,2
342.214944855245,3
346.214944855245,4
354.214944855245,5
370.214944855245,6
402.214944855245,7
408.15248874704,1
409.15248874704,2
411.15248874704,3
415.15248874704,4
423.15248874704,5
439.15248874704,6
