X,frankfurt_urban_n_vehicles_mipv6.MA[4].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
200.406207409234,1
201.406207409234,2
203.406207409234,3
207.406207409234,4
215.406207409234,5
231.406207409234,6
263.406207409234,7
295.406207409234,8
297.854199371681,1
298.854199371681,2
300.854199371681,3
304.854199371681,4
312.854199371681,5
328.854199371681,6
336.166630261285,1
337.166630261285,2
339.166630261285,3
343.166630261285,4
351.166630261285,5
367.166630261285,6
397.919669636707,1
398.919669636707,2
400.919669636707,3
404.919669636707,4
