X,frankfurt_urban_n_vehicles_multi_radio.MA[0].tcpApp[0]/endToEndDelay:vector
30.335986344868,0.0384742
30.378707347458,0.032721
30.417645142013,0.0289378
30.453838472093,0.0261933
30.504166650863,0.0403282
30.544701814335,0.0305352
30.581994787093,0.027293
30.625116834152,0.033122
30.669425860014,0.034309
30.742287381096,0.0628615
30.784102164563,0.0318148
30.834218073231,0.0401159
30.881466828183,0.0372488
30.923626931753,0.0321601
30.969714310369,0.0360874
31.016868551414,0.0371542
31.082155760156,0.0552872
31.119238558186,0.0270828
31.189348976658,0.0601104
31.228801154323,0.0294522
31.303064142868,0.064263
31.373123594252,0.0600595
31.446633197788,0.0635096
31.488517326428,0.0318841
31.550963380436,0.0524461
31.59578728943,0.0348239
31.677858567541,0.0720713
31.731044801925,0.0431862
31.814031591353,0.0729868
31.887721454999,0.0636899
31.943410859541,0.0456894
32.053165595587,0.0997547
32.125100036584,0.0619344
32.18447260073,0.0493726
32.225312492287,0.0308399
33.295765996085,1.06045
34.435468872902,1.1297
34.567836538507,0.122368
35.721274176392,1.14344
35.811332985951,0.0800588
35.897653267653,0.0763203
36.015290187982,0.107637
36.067996766693,0.0427066
36.13966135216,0.0616646
36.239917591426,0.0902562
36.347023051672,0.0971055
36.422382523816,0.0653595
36.515488953175,0.0831064
