X,frankfurt_urban_n_vehicles_mipv6.MA[1].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
193.487572310228,1
194.487572310228,2
196.487572310228,3
200.487572310228,4
208.487572310228,5
224.487572310228,6
256.487572310228,7
288.487572310228,8
302.925397688563,1
303.925397688563,2
305.925397688563,3
309.925397688563,4
317.925397688563,5
333.925397688563,6
337.504586772786,1
338.504586772786,2
340.504586772786,3
344.504586772786,4
352.504586772786,5
368.504586772786,6
399.406991787086,1
400.406991787086,2
402.406991787086,3
