X,frankfurt_urban_n_vehicles_mipv6.MA[5].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
200.236091681843,1
201.236091681843,2
203.236091681843,3
207.236091681843,4
215.236091681843,5
231.236091681843,6
263.236091681843,7
295.236091681843,8
302.952054073675,1
303.952054073675,2
305.952054073675,3
309.952054073675,4
317.952054073675,5
333.952054073675,6
343.910519489163,1
344.910519489163,2
346.910519489163,3
350.910519489163,4
358.910519489163,5
374.910519489163,6
