X,frankfurt_urban_n_vehicles_multi_radio.MA[0].tcp/rcvd seq
30.727959470005,7.68108e+06
30.733223734647,7.68108e+06
30.741511635849,7.68108e+06
30.742125999289,7.68108e+06
30.746864900491,7.68108e+06
30.747426263931,7.68108e+06
30.748347627371,7.68108e+06
30.748737990811,7.68108e+06
30.752470165133,7.68108e+06
30.761668345773,7.68108e+06
30.763979072653,7.68108e+06
30.764495436093,7.68108e+06
30.766266162973,7.68108e+06
30.771284253293,7.68108e+06
30.771890616733,7.68108e+06
30.781083881375,7.68108e+06
30.781645244815,7.68108e+06
30.784025608255,7.68108e+06
30.800362593618,7.68118e+06
30.800941975112,7.68118e+06
30.8024067381,7.68118e+06
30.804602882582,7.68118e+06
30.805569264076,7.68118e+06
30.80854903885,7.68118e+06
30.814338853936,7.68118e+06
30.815351983677,7.68118e+06
30.819174365171,7.68118e+06
30.826293035629,7.68118e+06
30.826926417123,7.68118e+06
30.827406798617,7.68118e+06
30.828004180111,7.68118e+06
30.828646561605,7.68118e+06
30.829135943099,7.68118e+06
30.829751324593,7.68118e+06
30.830899706087,7.68118e+06
30.849083465529,7.68128e+06
30.852193610011,7.68128e+06
30.852691991505,7.68128e+06
30.853163372999,7.68128e+06
30.877392950927,7.68128e+06
30.878062332421,7.68128e+06
30.878542713915,7.68128e+06
30.879721095409,7.68128e+06
30.882182476903,7.68128e+06
30.883351858397,7.68128e+06
30.883940239891,7.68128e+06
30.884393621385,7.68128e+06
30.885365002879,7.68128e+06
30.885782384373,7.68128e+06
30.886343765867,7.68128e+06
30.886824147361,7.68128e+06
30.887325528855,7.68128e+06
30.904427523119,7.68138e+06
30.905474922681,7.68138e+06
30.905874322243,7.68138e+06
30.908169520929,7.68138e+06
30.910644719615,7.68138e+06
30.912582918301,7.68138e+06
30.913198317863,7.68138e+06
30.913633717425,7.68138e+06
30.915778116987,7.68138e+06
30.918550516549,7.68138e+06
30.920415315673,7.68138e+06
30.920949715235,7.68138e+06
30.921394114797,7.68138e+06
30.922734514359,7.68138e+06
30.930614913921,7.68138e+06
30.931005313483,7.68138e+06
30.932018713045,7.68138e+06
30.946739120847,7.68148e+06
30.947336520409,7.68148e+06
30.950513719095,7.68148e+06
30.950940118657,7.68148e+06
30.952896518219,7.68148e+06
30.958525455543,7.68148e+06
30.959113855105,7.68148e+06
30.965150852915,7.68148e+06
30.966036252477,7.68148e+06
30.967527051601,7.68148e+06
30.969004850725,7.68148e+06
30.969638250287,7.68148e+06
30.976366649849,7.68148e+06
30.985555049411,7.68148e+06
30.985945448973,7.68148e+06
30.987834848535,7.68148e+06
30.988453248097,7.68148e+06
31.004154623581,7.68158e+06
31.004960041155,7.68158e+06
31.005611458729,7.68158e+06
31.008368129025,7.68158e+06
31.010093964173,7.68158e+06
31.010709381747,7.68158e+06
31.011878799321,7.68158e+06
31.012296216895,7.68158e+06
31.013352634469,7.68158e+06
31.021402722339,7.68158e+06
31.022872007379,7.68158e+06
31.024438842527,7.68158e+06
31.025437260101,7.68158e+06
31.034441677675,7.68158e+06
31.034967095249,7.68158e+06
31.036325512823,7.68158e+06
31.036844930397,7.68158e+06
31.059746246911,7.68168e+06
31.060685664485,7.68168e+06
31.064029917207,7.68168e+06
31.064474334781,7.68168e+06
31.065436752355,7.68168e+06
31.065845169929,7.68168e+06
31.067356587503,7.68168e+06
31.067756005077,7.68168e+06
31.068290422651,7.68168e+06
31.068905840225,7.68168e+06
31.071646257799,7.68168e+06
31.072243675373,7.68168e+06
31.072652092947,7.68168e+06
31.074514510521,7.68168e+06
31.075719928095,7.68168e+06
31.076227345669,7.68168e+06
31.076899763243,7.68168e+06
31.091620189057,7.68178e+06
31.094000606631,7.68178e+06
31.112067700859,7.68178e+06
31.112512136161,7.68178e+06
31.113046571463,7.68178e+06
31.114324006765,7.68178e+06
31.114795442067,7.68178e+06
31.115419877369,7.68178e+06
31.115972312671,7.68178e+06
31.116632747973,7.68178e+06
31.117293183275,7.68178e+06
31.117953618577,7.68178e+06
31.119249053879,7.68178e+06
31.119747489181,7.68178e+06
31.120326924483,7.68178e+06
31.120870359785,7.68178e+06
31.121488795087,7.68178e+06
31.139819579047,7.68188e+06
31.145207626161,7.68188e+06
31.146404061463,7.68188e+06
31.147415496765,7.68188e+06
31.148381932067,7.68188e+06
31.150542237973,7.68188e+06
31.156916979181,7.68188e+06
31.159189285087,7.68188e+06
31.159687720389,7.68188e+06
31.160596155691,7.68188e+06
31.161265590993,7.68188e+06
31.178579026295,7.68188e+06
31.182388026295,7.68188e+06
31.183751461597,7.68188e+06
31.184168896899,7.68188e+06
31.184559332201,7.68188e+06
31.185060767503,7.68188e+06
31.202030569265,7.68198e+06
31.202502022005,7.68198e+06
31.204091927485,7.68198e+06
31.205126380225,7.68198e+06
31.211693549405,7.68198e+06
31.214008454885,7.68198e+06
31.214834907625,7.68198e+06
31.215360360365,7.68198e+06
31.216002813105,7.68198e+06
31.217109265845,7.68198e+06
31.220385718585,7.68198e+06
31.225201171325,7.68198e+06
31.226780624065,7.68198e+06
31.227351076805,7.68198e+06
31.230817529545,7.68198e+06
31.231279982285,7.68198e+06
31.231880435025,7.68198e+06
31.248534348745,7.68208e+06
31.249077801485,7.68208e+06
31.260650781625,7.68208e+06
31.261041234365,7.68208e+06
31.263538687105,7.68208e+06
31.264994592585,7.68208e+06
31.266503498065,7.68208e+06
31.271398309025,7.68208e+06
31.272405761765,7.68208e+06
31.272940214505,7.68208e+06
31.273501667245,7.68208e+06
31.274635119985,7.68208e+06
31.276880572725,7.68208e+06
31.278163025465,7.68208e+06
31.280516478205,7.68208e+06
31.281041930945,7.68208e+06
31.281651383685,7.68208e+06
31.300798220037,7.68218e+06
31.301926689929,7.68218e+06
31.302799159821,7.68218e+06
31.303378629713,7.68218e+06
31.312020525511,7.68218e+06
31.315146935187,7.68218e+06
31.315762405079,7.68218e+06
31.316386874971,7.68218e+06
31.317502344863,7.68218e+06
31.318135814755,7.68218e+06
31.319602284647,7.68218e+06
31.320082754539,7.68218e+06
31.320491224431,7.68218e+06
31.321543694323,7.68218e+06
31.322213164215,7.68218e+06
31.322756634107,7.68218e+06
31.324797103999,7.68218e+06
31.344404454045,7.68228e+06
31.348099803505,7.68228e+06
31.361957442209,7.68228e+06
31.363009912101,7.68228e+06
31.365399381993,7.68228e+06
31.370943851885,7.68228e+06
31.372163321777,7.68228e+06
31.372724791669,7.68228e+06
31.373304261561,7.68228e+06
31.374374731453,7.68228e+06
31.374990201345,7.68228e+06
31.376195671237,7.68228e+06
31.376586141129,7.68228e+06
31.382527611021,7.68228e+06
31.383589080913,7.68228e+06
31.384830550805,7.68228e+06
31.385377020697,7.68228e+06
31.400712857499,7.68238e+06
31.401805344255,7.68238e+06
31.403901804523,7.68238e+06
31.405700778035,7.68238e+06
31.410885698571,7.68238e+06
31.412014185327,7.68238e+06
31.412404672083,7.68238e+06
31.412804158839,7.68238e+06
31.414277645595,7.68238e+06
31.414929132351,7.68238e+06
31.415963619107,7.68238e+06
31.417015105863,7.68238e+06
31.417468592619,7.68238e+06
31.418111079375,7.68238e+06
31.420780566131,7.68238e+06
31.421869052887,7.68238e+06
31.422433539643,7.68238e+06
31.439729417413,7.68248e+06
31.443485364437,7.68248e+06
31.444995851193,7.68248e+06
31.446070337949,7.68248e+06
31.447153824705,7.68248e+06
31.453468258485,7.68248e+06
31.454101745241,7.68248e+06
31.455717231997,7.68248e+06
31.456652718753,7.68248e+06
31.457313205509,7.68248e+06
31.457955692265,7.68248e+06
31.458400179021,7.68248e+06
31.458979665777,7.68248e+06
31.459514152533,7.68248e+06
31.460003639289,7.68248e+06
31.460610126045,7.68248e+06
31.461030612801,7.68248e+06
31.478471490571,7.68258e+06
31.480506464083,7.68258e+06
31.481121950839,7.68258e+06
31.481539437595,7.68258e+06
31.483544924351,7.68258e+06
31.483971411107,7.68258e+06
31.485212897863,7.68258e+06
31.50015477371,7.68258e+06
31.50145927704,7.68258e+06
31.50275478037,7.68258e+06
31.5034062837,7.68258e+06
31.50387778703,7.68258e+06
31.50540729036,7.68258e+06
31.50699979369,7.68258e+06
31.51518629702,7.68258e+06
31.51564880035,7.68258e+06
31.51700630368,7.68258e+06
31.533315787478,7.68268e+06
31.536595800798,7.68268e+06
31.538886814118,7.68268e+06
31.539484317448,7.68268e+06
31.539874820778,7.68268e+06
31.54193234522,7.68268e+06
31.54243084855,7.68268e+06
31.5513453652,7.68268e+06
31.55365937186,7.68268e+06
31.55407687519,7.68268e+06
31.55788088185,7.68268e+06
31.55939238518,7.68268e+06
31.56153139184,7.68268e+06
31.564842426272,7.68268e+06
31.567317936262,7.68268e+06
31.569557562641,7.68268e+06
31.570167065971,7.68268e+06
31.594230079739,7.68278e+06
31.594899583069,7.68278e+06
31.596824086399,7.68278e+06
31.597867589729,7.68278e+06
31.600554107862,7.68278e+06
31.60337566671,7.68278e+06
31.603847186326,7.68278e+06
31.604836705942,7.68278e+06
31.607844745174,7.68278e+06
31.610050304022,7.68278e+06
31.611065823638,7.68278e+06
31.612312343254,7.68278e+06
31.61451286287,7.68278e+06
31.614930382486,7.68278e+06
31.615356902102,7.68278e+06
31.615837421718,7.68278e+06
31.616365941334,7.68278e+06
31.63108646919,7.68288e+06
31.64840357681,7.68288e+06
31.650853096426,7.68288e+06
31.667485107474,7.68288e+06
31.66974212562,7.68288e+06
31.674694204084,7.68288e+06
31.6753367237,7.68288e+06
31.676550762932,7.68288e+06
31.67746422223,7.68288e+06
31.68179382031,7.68288e+06
31.686958728484,7.68288e+06
31.6910902481,7.68288e+06
31.691624767716,7.68288e+06
31.692177287332,7.68288e+06
31.694575806948,7.68288e+06
31.695110326564,7.68288e+06
31.69564784618,7.68288e+06
31.718768603718,7.68298e+06
31.726227424244,7.68298e+06
31.726635959858,7.68298e+06
31.727035495472,7.68298e+06
