X,frankfurt_urban_n_vehicles_multi_radio.MA[0].tcpApp[0]/endToEndDelay:vector
30.784025608255,0.0560661
30.830899706087,0.0368741
30.887325528855,0.0464258
30.932018713045,0.0346932
30.988453248097,0.0464345
31.036844930397,0.0383917
31.076899763243,0.0300548
31.121488795087,0.034589
31.185060767503,0.053572
31.231880435025,0.0368197
31.281651383685,0.0397709
31.324797103999,0.0331457
31.385377020697,0.0505799
31.422433539643,0.0270565
31.461030612801,0.0285971
31.51700630368,0.0459757
31.570167065971,0.0431608
31.616365941334,0.0361989
31.69564784618,0.0692819
31.762176835752,0.056529
31.826425704074,0.0542489
31.888141438423,0.0517157
32.256126202316,0.357985
32.330252078742,0.0641259
