X,frankfurt_urban.MA[0].udpApp[0]/endToEndDelay:vector
30.255343459035,0.046269
30.263515459035,0.044441
30.273515459035,0.044441
30.283515459035,0.044441
30.293515459035,0.044441
30.303515472869,0.044441
30.313515472869,0.044441
30.323515472869,0.044441
30.333515472869,0.044441
30.343515472869,0.044441
30.356099472869,0.047025
30.363515472869,0.044441
30.374354273848,0.0452798
30.383515472869,0.044441
30.393515472869,0.044441
30.404168486742,0.0450941
30.413515486742,0.0444411
30.424046646932,0.0449722
30.434375486742,0.0453011
30.443515486742,0.0444411
30.454114486742,0.0450401
30.463515486742,0.0444411
30.474090006143,0.0450156
30.483515486742,0.0444411
30.494600486742,0.0455261
30.503515500648,0.0444411
30.513515500648,0.0444411
30.52415137926,0.0450769
30.534141500648,0.0450671
30.544501500648,0.0454271
30.553515500648,0.0444411
30.563515500648,0.0444411
30.573987738471,0.0449133
30.583515500648,0.0444411
30.593515500648,0.0444411
30.603515514558,0.0444411
30.613515514558,0.0444411
30.623941111592,0.0448667
30.633515514558,0.0444411
30.645397514558,0.0463231
30.653515514558,0.0444411
30.663515514558,0.0444411
30.674619470803,0.045545
30.683515514558,0.0444411
30.694442286825,0.0453679
30.703515528495,0.0444411
30.713515528495,0.0444411
30.723766843951,0.0446924
30.733515528495,0.0444411
30.743515528495,0.0444411
30.753515528495,0.0444411
30.763515528495,0.0444411
30.773603203162,0.0445288
30.784537528495,0.0454631
30.793515528495,0.0444411
30.803515542485,0.0444411
30.813515542485,0.0444411
30.824848576363,0.0457741
30.833515542485,0.0444411
30.843515542485,0.0444411
30.853515542485,0.0444411
30.865946542485,0.0468721
30.873608935574,0.0445345
30.883515542485,0.0444411
30.893515542485,0.0444411
30.903515556662,0.0444411
30.913515556662,0.0444411
30.923515556662,0.0444411
30.933515556662,0.0444411
30.943515556662,0.0444411
30.954812556662,0.0457381
30.963515556662,0.0444411
30.973515556662,0.0444411
30.983515556662,0.0444411
30.993515556662,0.0444411
31.003515571062,0.0444411
31.013515571062,0.0444411
31.023515571062,0.0444411
31.034096571062,0.0450221
31.044150571062,0.0450761
31.053515571062,0.0444411
31.063515571062,0.0444411
31.073515571062,0.0444411
31.083515571062,0.0444411
31.093515571062,0.0444411
31.103515585557,0.0444412
31.113515585557,0.0444412
31.123515585557,0.0444412
31.133515585557,0.0444412
31.143515585557,0.0444412
31.153515585557,0.0444412
31.163515585557,0.0444412
31.174060585557,0.0449862
31.183515585557,0.0444412
31.193515585557,0.0444412
31.205103711481,0.0460293
31.213515599767,0.0444412
31.223515599767,0.0444412
31.233515599767,0.0444412
31.243515599767,0.0444412
31.253515599767,0.0444412
31.263515599767,0.0444412
31.273515599767,0.0444412
31.283515599767,0.0444412
31.293515599767,0.0444412
31.305482073573,0.0464076
31.315415613602,0.0463412
31.324294613602,0.0452202
31.334141613602,0.0450672
31.344483613602,0.0454092
