X,frankfurt_urban.MA[0].udpApp[0]/endToEndDelay:vector
30.25339509302,0.0443623
30.26339509302,0.0443623
30.27339509302,0.0443623
30.28410209302,0.0450693
30.29339509302,0.0443623
30.303395106683,0.0443624
30.314174106683,0.0451414
30.323395106683,0.0443624
30.333395106683,0.0443624
30.343395106683,0.0443624
30.353395106683,0.0443624
30.363395106683,0.0443624
30.373395106683,0.0443624
30.384075106683,0.0450424
30.393395106683,0.0443624
30.40339512039,0.0443624
30.41339512039,0.0443624
30.42339512039,0.0443624
30.43339512039,0.0443624
30.44339512039,0.0443624
30.454057213906,0.0450245
30.46339512039,0.0443624
30.47552912039,0.0464964
30.48339512039,0.0443624
30.49339512039,0.0443624
30.503395134143,0.0443624
30.513395134143,0.0443624
30.523395134143,0.0443624
30.534093134143,0.0450604
30.543395134143,0.0443624
30.553395134143,0.0443624
30.563395134143,0.0443624
30.573395134143,0.0443624
30.585250134143,0.0462174
30.593395134143,0.0443624
30.603395147897,0.0443624
30.613395147897,0.0443624
30.623395147897,0.0443624
30.633663910801,0.0446312
30.643395147897,0.0443624
30.653395147897,0.0443624
30.663395147897,0.0443624
30.673395147897,0.0443624
30.683395147897,0.0443624
30.693395147897,0.0443624
30.708018161713,0.0489854
30.713395161713,0.0443624
30.723745565268,0.0447128
30.734471161713,0.0454384
30.743395161713,0.0443624
30.753395161713,0.0443624
30.763395161713,0.0443624
30.773395161713,0.0443624
30.783395161713,0.0443624
30.793395161713,0.0443624
30.803395175555,0.0443624
30.813395175555,0.0443624
30.823395175555,0.0443624
30.833395175555,0.0443624
30.843395175555,0.0443624
30.853395175555,0.0443624
30.864498175555,0.0454654
30.873395175555,0.0443624
30.883395175555,0.0443624
30.893395175555,0.0443624
30.903395189403,0.0443624
30.913395189403,0.0443624
30.924566189403,0.0455334
30.933395189403,0.0443624
30.943395189403,0.0443624
30.954129189403,0.0450964
30.963395189403,0.0443624
30.977496189403,0.0484634
30.983967189403,0.0449344
30.993967189403,0.0449344
31.003395203284,0.0443624
31.014438361806,0.0454056
31.023395203284,0.0443624
31.033395203284,0.0443624
31.043395203284,0.0443624
31.053395203284,0.0443624
31.064327203284,0.0452944
31.073395203284,0.0443624
31.083395203284,0.0443624
31.093395203284,0.0443624
31.103395217202,0.0443625
31.113395217202,0.0443625
31.123395217202,0.0443625
31.133395217202,0.0443625
31.143395217202,0.0443625
31.153395217202,0.0443625
31.163395217202,0.0443625
31.173395217202,0.0443625
31.183395217202,0.0443625
31.193395217202,0.0443625
31.203395231167,0.0443625
31.213395231167,0.0443625
31.223395231167,0.0443625
31.233395231167,0.0443625
31.243395231167,0.0443625
31.254174231167,0.0451415
31.263395231167,0.0443625
31.273395231167,0.0443625
31.283967231167,0.0449345
31.293395231167,0.0443625
