X,frankfurt_urban.MA[0].udp/rcvdPk:vector(packetBytes),frankfurt_urban.MA[0].udpApp[0]/rcvdPk:vector(packetBytes)
30.253672720996,1008,1000
30.263672720996,1008,1000
30.273672720996,1008,1000
30.283672720996,1008,1000
30.294496720996,1008,1000
30.303672734626,1008,1000
30.313672734626,1008,1000
30.325707734626,1008,1000
30.333672734626,1008,1000
30.343672734626,1008,1000
30.353672734626,1008,1000
30.363672734626,1008,1000
30.374613734626,1008,1000
30.384469734626,1008,1000
30.393672734626,1008,1000
30.403672748289,1008,1000
30.413672748289,1008,1000
30.423672748289,1008,1000
30.433672748289,1008,1000
30.443672748289,1008,1000
30.453672748289,1008,1000
30.463672748289,1008,1000
30.473672748289,1008,1000
30.485554748289,1008,1000
30.493672748289,1008,1000
30.504452018178,1008,1000
30.513672761983,1008,1000
30.523672761983,1008,1000
30.533672761983,1008,1000
30.544685761983,1008,1000
30.553672761983,1008,1000
30.563672761983,1008,1000
30.573672761983,1008,1000
30.583672761983,1008,1000
30.593672761983,1008,1000
30.603672775697,1008,1000
30.613672775697,1008,1000
30.623672775697,1008,1000
30.633672775697,1008,1000
30.643672775697,1008,1000
30.653672775697,1008,1000
30.663672775697,1008,1000
30.673672775697,1008,1000
30.683672775697,1008,1000
30.693672775697,1008,1000
30.703672789469,1008,1000
30.714217789469,1008,1000
30.723672789469,1008,1000
30.733672789469,1008,1000
30.743672789469,1008,1000
30.753672789469,1008,1000
30.763672789469,1008,1000
30.773672789469,1008,1000
30.783672789469,1008,1000
30.794613789469,1008,1000
30.803672803242,1008,1000
30.814766803242,1008,1000
30.823672803242,1008,1000
30.833672803242,1008,1000
30.843672803242,1008,1000
30.853672803242,1008,1000
30.863672803242,1008,1000
30.874361803242,1008,1000
30.884631803242,1008,1000
30.893672803242,1008,1000
30.904224717801,1008,1000
30.914559817106,1008,1000
30.923672817106,1008,1000
30.933672817106,1008,1000
30.943672817106,1008,1000
30.953672817106,1008,1000
30.963672817106,1008,1000
30.974514817106,1008,1000
30.983672817106,1008,1000
30.994325817106,1008,1000
31.004361831254,1008,1000
31.013672831254,1008,1000
31.023672831254,1008,1000
31.033672831254,1008,1000
31.043672831254,1008,1000
31.053672831254,1008,1000
31.063672831254,1008,1000
31.073672831254,1008,1000
31.084595831254,1008,1000
31.095005584395,1008,1000
31.103672845605,1008,1000
31.114424845605,1008,1000
31.123672845605,1008,1000
31.133672845605,1008,1000
31.143672845605,1008,1000
31.153672845605,1008,1000
31.163672845605,1008,1000
31.173672845605,1008,1000
31.183672845605,1008,1000
31.193672845605,1008,1000
31.203672859792,1008,1000
31.214397859792,1008,1000
31.223672859792,1008,1000
31.235194859792,1008,1000
31.243672859792,1008,1000
31.253672859792,1008,1000
31.263672859792,1008,1000
31.273672859792,1008,1000
31.283672859792,1008,1000
31.293672859792,1008,1000
31.305815873686,1008,1000
31.314469873686,1008,1000
31.323672873686,1008,1000
31.333672873686,1008,1000
31.344604873686,1008,1000
31.353672873686,1008,1000
31.363672873686,1008,1000
31.374532873686,1008,1000
31.384235873686,1008,1000
31.393672873686,1008,1000
31.404498239254,1008,1000
31.413672887307,1008,1000
31.423672887307,1008,1000
31.433672887307,1008,1000
31.443672887307,1008,1000
31.453672887307,1008,1000
31.464766887307,1008,1000
31.473672887307,1008,1000
31.483672887307,1008,1000
31.493748503118,1008,1000
31.503672900813,1008,1000
31.514316900813,1008,1000
31.523672900813,1008,1000
31.535824900813,1008,1000
31.543672900813,1008,1000
31.553672900813,1008,1000
31.563672900813,1008,1000
31.573672900813,1008,1000
31.584685900813,1008,1000
31.593672900813,1008,1000
31.604433914203,1008,1000
31.613672914203,1008,1000
31.623672914203,1008,1000
31.639299914203,1008,1000
31.643672914203,1008,1000
31.653672914203,1008,1000
31.663672914203,1008,1000
31.673672914203,1008,1000
31.683672914203,1008,1000
31.694532914203,1008,1000
31.703672927484,1008,1000
31.713672927484,1008,1000
31.723672927484,1008,1000
31.734271927484,1008,1000
31.743672927484,1008,1000
31.754694927484,1008,1000
31.763672927484,1008,1000
31.773672927484,1008,1000
31.783672927484,1008,1000
31.793672927484,1008,1000
31.804442940645,1008,1000
31.814361940645,1008,1000
31.823672940645,1008,1000
31.833672940645,1008,1000
31.844108886333,1008,1000
31.853672940645,1008,1000
31.863672940645,1008,1000
31.873672940645,1008,1000
31.887089940645,1008,1000
31.893672940645,1008,1000
31.903672953685,1008,1000
31.913672953685,1008,1000
31.923672953685,1008,1000
31.934721953685,1008,1000
31.943672953685,1008,1000
31.953672953685,1008,1000
31.963672953685,1008,1000
31.973672953685,1008,1000
31.985995953685,1008,1000
31.994676953685,1008,1000
32.014219966603,1008,1000
32.014835247143,1008,1000
32.024757966603,1008,1000
32.033672966603,1008,1000
32.043672966603,1008,1000
32.053672966603,1008,1000
32.063672966603,1008,1000
32.075716966603,1008,1000
32.083672966603,1008,1000
32.094262966603,1008,1000
32.104184038546,1008,1000
32.114712979397,1008,1000
32.127710979397,1008,1000
32.133672979397,1008,1000
32.143672979397,1008,1000
32.154775979397,1008,1000
32.163672979397,1008,1000
32.173976574188,1008,1000
32.183672979397,1008,1000
32.194667979397,1008,1000
32.203672992066,1008,1000
32.213672992066,1008,1000
32.224577992066,1008,1000
32.234694992066,1008,1000
32.248205992066,1008,1000
32.253672992066,1008,1000
32.263672992066,1008,1000
32.273672992066,1008,1000
32.283672992066,1008,1000
32.293672992066,1008,1000
32.303673004609,1008,1000
32.314299004609,1008,1000
32.323673004609,1008,1000
32.333673004609,1008,1000
32.343673004609,1008,1000
32.353673004609,1008,1000
32.364623004609,1008,1000
32.374758004609,1008,1000
32.385087004609,1008,1000
32.394686004609,1008,1000
32.405582017026,1008,1000
32.413673017026,1008,1000
32.424749017026,1008,1000
32.433673017026,1008,1000
32.443673017026,1008,1000
32.453673017026,1008,1000
32.465996017026,1008,1000
32.473673017026,1008,1000
32.486406017026,1008,1000
32.495825398412,1008,1000
32.503673029314,1008,1000
32.513673029314,1008,1000
32.523673029314,1008,1000
32.534362029314,1008,1000
32.550164029314,1008,1000
32.554605029314,1008,1000
32.563673029314,1008,1000
32.573673029314,1008,1000
32.583673029314,1008,1000
32.593673029314,1008,1000
32.603673041473,1008,1000
32.614425041473,1008,1000
32.623673041473,1008,1000
32.634389041473,1008,1000
32.644362041473,1008,1000
32.654236041473,1008,1000
32.663673041473,1008,1000
32.674641041473,1008,1000
32.684934638731,1008,1000
32.693673041473,1008,1000
32.704335053511,1008,1000
32.713673053511,1008,1000
32.724758053511,1008,1000
32.734399573807,1008,1000
32.743673053511,1008,1000
