X,frankfurt_urban.MA[0].udp/rcvdPk:vector(packetBytes),frankfurt_urban.MA[0].udpApp[0]/rcvdPk:vector(packetBytes)
30.256438285446,1008,1000
30.265686285446,1008,1000
30.27662320734,1008,1000
30.285686285446,1008,1000
30.295686285446,1008,1000
30.306726299093,1008,1000
30.315686299093,1008,1000
30.325686299093,1008,1000
30.335686299093,1008,1000
30.349670299093,1008,1000
30.356600299093,1008,1000
30.365686299093,1008,1000
30.376546299093,1008,1000
30.385686299093,1008,1000
30.395686299093,1008,1000
30.407649312786,1008,1000
30.415686312786,1008,1000
30.426106662635,1008,1000
30.435686312786,1008,1000
30.445686312786,1008,1000
30.455686312786,1008,1000
30.465686312786,1008,1000
30.475686312786,1008,1000
30.485686312786,1008,1000
30.495686312786,1008,1000
30.505686326486,1008,1000
30.517388326486,1008,1000
30.525686326486,1008,1000
30.536663326486,1008,1000
30.546456326486,1008,1000
30.556456326486,1008,1000
30.565686326486,1008,1000
30.575686326486,1008,1000
30.585686326486,1008,1000
30.596180718317,1008,1000
30.606105906124,1008,1000
30.615686340227,1008,1000
30.625686340227,1008,1000
30.636600340227,1008,1000
30.645686340227,1008,1000
30.655686340227,1008,1000
30.665686340227,1008,1000
30.675686340227,1008,1000
30.685686340227,1008,1000
30.695686340227,1008,1000
30.705686353994,1008,1000
30.715686353994,1008,1000
30.725686353994,1008,1000
30.735686353994,1008,1000
30.745686353994,1008,1000
30.755686353994,1008,1000
30.766465353994,1008,1000
30.775686353994,1008,1000
30.785686353994,1008,1000
30.795686353994,1008,1000
30.805686367788,1008,1000
30.815686367788,1008,1000
30.825686367788,1008,1000
30.835686367788,1008,1000
30.845686367788,1008,1000
30.855686367788,1008,1000
30.865686367788,1008,1000
30.875686367788,1008,1000
30.885686367788,1008,1000
30.895686367788,1008,1000
30.905686381644,1008,1000
30.915686381644,1008,1000
30.925686381644,1008,1000
30.935686381644,1008,1000
30.945686381644,1008,1000
30.955686381644,1008,1000
30.965686381644,1008,1000
30.975686381644,1008,1000
30.985686381644,1008,1000
30.995686381644,1008,1000
31.006483395655,1008,1000
31.015686395655,1008,1000
31.025686395655,1008,1000
31.035686395655,1008,1000
31.045686395655,1008,1000
31.055686395655,1008,1000
31.065686395655,1008,1000
31.076753395655,1008,1000
31.085686395655,1008,1000
31.095686395655,1008,1000
31.105686409936,1008,1000
31.115686409936,1008,1000
31.125686409936,1008,1000
