X,frankfurt_urban.MA[0].udpApp[0]/endToEndDelay:vector
30.253327920129,0.0444333
30.263327920129,0.0444333
30.273327920129,0.0444333
30.283327920129,0.0444333
30.293327920129,0.0444333
30.303327933846,0.0444334
30.314142933846,0.0452484
30.323327933846,0.0444334
30.333327933846,0.0444334
30.343935933846,0.0450414
30.354097933846,0.0452034
30.363327933846,0.0444334
30.373327933846,0.0444334
30.383327933846,0.0444334
30.393327933846,0.0444334
30.404106947598,0.0452124
30.413327947598,0.0444334
30.423327947598,0.0444334
30.433327947598,0.0444334
30.444196947598,0.0453024
30.453327947598,0.0444334
30.463327947598,0.0444334
30.473327947598,0.0444334
30.483327947598,0.0444334
30.493966013182,0.0450714
30.503327961363,0.0444334
30.513926961363,0.0450324
30.523327961363,0.0444334
30.533327961363,0.0444334
30.543327961363,0.0444334
30.553327961363,0.0444334
30.563327961363,0.0444334
30.573327961363,0.0444334
30.583327961363,0.0444334
30.593327961363,0.0444334
30.603327975164,0.0444334
30.613327975164,0.0444334
30.624295975164,0.0454014
30.633327975164,0.0444334
30.644142975164,0.0452484
30.653908975164,0.0450144
30.663327975164,0.0444334
30.673327975164,0.0444334
30.683327975164,0.0444334
30.693327975164,0.0444334
30.703327988984,0.0444334
30.713327988984,0.0444334
30.723327988984,0.0444334
30.733327988984,0.0444334
30.743327988984,0.0444334
30.754133988984,0.0452394
30.764133988984,0.0452394
30.773327988984,0.0444334
30.783327988984,0.0444334
30.793327988984,0.0444334
30.80332800283,0.0444334
30.81332800283,0.0444334
30.82502100283,0.0461264
30.83332800283,0.0444334
30.84332800283,0.0444334
30.85332800283,0.0444334
30.86424200283,0.0453474
30.87332800283,0.0444334
30.88332800283,0.0444334
30.89332800283,0.0444334
30.904233016957,0.0453384
30.913328016957,0.0444334
30.923328016957,0.0444334
30.933328016957,0.0444334
30.943328016957,0.0444334
30.953328016957,0.0444334
30.963787263991,0.0448927
30.973328016957,0.0444334
30.983328016957,0.0444334
30.993963016957,0.0450684
31.003328031332,0.0444335
31.013328031332,0.0444335
31.023328031332,0.0444335
31.033909031332,0.0450145
31.043328031332,0.0444335
31.053328031332,0.0444335
31.063328031332,0.0444335
31.073328031332,0.0444335
31.083328031332,0.0444335
31.093328031332,0.0444335
31.10332804566,0.0444335
31.11332804566,0.0444335
31.12332804566,0.0444335
31.13332804566,0.0444335
31.14396304566,0.0450685
31.15422404566,0.0453295
31.16584004566,0.0469455
31.17418804566,0.0452935
31.18332804566,0.0444335
31.19332804566,0.0444335
31.203328059692,0.0444335
31.213328059692,0.0444335
31.223328059692,0.0444335
31.237951059692,0.0490565
31.244251059692,0.0453565
