X,frankfurt_urban.MA[0].idLayer/sequenceUpdateCa:vector
56.664754422408,1
101.953973126625,2
174.492360791683,3
226.061870031611,4
226.561870031611,5
227.061870031611,6
227.561870031611,7
319.486983225198,8
