X,frankfurt_urban_n_vehicles_mipv6.MA[1].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
199.357885478126,1
200.357885478126,2
202.357885478126,3
206.357885478126,4
214.357885478126,5
230.357885478126,6
262.357885478126,7
294.357885478126,8
302.900556956844,1
303.900556956844,2
305.900556956844,3
309.900556956844,4
317.900556956844,5
333.900556956844,6
339.304404844669,1
340.304404844669,2
342.304404844669,3
346.304404844669,4
354.304404844669,5
370.304404844669,6
