X,frankfurt_urban_n_vehicles_mipv6.MA[5].tcpApp[0]/endToEndDelay:vector
41.000855935268,0.321682
41.143316497634,0.132461
41.288595678085,0.135279
41.427271665753,0.128676
41.569809373305,0.132538
41.718865867648,0.139056
41.858159823791,0.129294
42.001721102799,0.133561
42.142309929592,0.130589
42.283594210235,0.131284
42.424670403045,0.131076
42.570600364001,0.13593
42.711681378493,0.131081
42.850520976483,0.12884
42.99201977079,0.131499
43.134691630351,0.132672
43.271501647834,0.12681
43.410831688189,0.12933
43.554927144078,0.134095
43.706654988455,0.141728
43.847617746512,0.130963
43.988485269584,0.130868
44.127509071984,0.129024
44.267359348289,0.12985
44.408900112265,0.131541
44.549568125415,0.130668
44.734543850145,0.174976
44.877378265546,0.132834
45.020643297158,0.133265
45.183468792062,0.152825
45.328527113528,0.135058
45.480111273283,0.141584
45.628571958158,0.138461
45.774390111544,0.135818
45.914520062663,0.13013
46.054006530335,0.129486
46.195739977128,0.131733
46.337539401542,0.131799
46.486610751788,0.139071
46.629874874321,0.133264
46.77131652456,0.131442
46.910516312213,0.1292
48.09980106437,1.17928
48.46304382533,0.353243
48.868795265714,0.395751
49.120514216831,0.241719
49.344980337931,0.214466
49.577156389221,0.222176
49.848643133007,0.261487
50.07500868108,0.216366
50.322893625952,0.237885
50.515756401685,0.182863
50.85672285434,0.330966
51.092480099446,0.225757
52.3966112529,1.29413
52.703478547961,0.296867
54.191178938045,1.4777
55.591083974829,1.38991
55.887566542117,0.286483
56.134817760996,0.237251
56.332001418596,0.187184
57.634435507754,1.29243
57.983830136965,0.339395
58.277319053255,0.283489
58.483467234038,0.196148
58.667803509133,0.174336
59.934622681879,1.25682
60.218466344549,0.273844
60.401687242732,0.173221
60.569982121762,0.158295
60.732128224507,0.152146
60.984793939423,0.242666
61.328464380773,0.33367
61.689421641594,0.350957
61.990990758119,0.291569
62.223654603076,0.222664
62.394296388659,0.160642
62.616034712724,0.211738
62.812398178629,0.186363
63.021814533082,0.199416
63.229685658902,0.197871
63.396524342256,0.156839
63.580809405533,0.174285
63.786445104097,0.195636
63.940919828289,0.144475
64.091911946823,0.140992
64.261054316072,0.159142
64.410466594754,0.139412
64.646375049619,0.225908
64.869401980049,0.213027
65.092948513954,0.213547
65.396819680352,0.293871
65.777623792416,0.370804
66.097049696287,0.309426
66.509365238188,0.402316
66.766594982859,0.24723
66.942346843803,0.165752
67.121966029004,0.169619
67.309593882953,0.177628
68.558943398679,1.23935
69.987390872231,1.41845
70.352554060146,0.355163
70.625168690017,0.262615
70.801702168587,0.166533
70.978430796751,0.166729
71.331831575604,0.343401
71.684833982141,0.343002
71.909864570928,0.215031
72.062141724395,0.142277
72.328481864214,0.25634
72.562843237527,0.224361
72.730257670199,0.157414
72.905879097658,0.165621
73.120640275262,0.204761
73.371382615024,0.240742
73.59657232778,0.21519
73.885726451599,0.279154
75.430115171527,1.53439
77.022539395728,1.58242
78.57754396723,1.545
78.839031190547,0.251487
79.087027977365,0.237997
79.384170191137,0.287142
79.650366654642,0.256196
79.907659099995,0.247292
80.108593056261,0.190934
81.363065208936,1.24447
81.673783199585,0.300718
82.012104556135,0.328321
82.301739802557,0.279635
82.573953814234,0.262214
82.930312680505,0.346359
83.156127923734,0.215815
84.385289512252,1.21916
85.850090685216,1.4548
86.102793429702,0.242703
87.35379225869,1.241
87.582902468673,0.21911
87.777114633282,0.184212
89.03038506448,1.24327
89.346953814057,0.306569
89.545934899706,0.188981
89.778737591664,0.222803
90.025269985959,0.236532
90.203747551539,0.168478
90.390223184392,0.176476
90.587287872339,0.187065
90.738345235943,0.141057
90.888675198651,0.14033
91.042484084336,0.143809
91.200880681605,0.148397
91.371260623099,0.16038
91.516331072947,0.13507
91.695131994738,0.168801
92.935516611265,1.23038
93.233366437261,0.28785
93.528302308391,0.284936
93.771268003001,0.232966
93.954128622351,0.172861
94.128606864018,0.164478
95.424011209195,1.2854
96.958506157053,1.52449
97.211601759823,0.243096
97.398078178713,0.176476
97.611999559155,0.203921
97.838497666154,0.216498
98.059885153063,0.211387
98.303203910032,0.233319
98.752086667275,0.438883
100.057917360165,1.29583
100.412998501372,0.345081
100.652495822431,0.229497
100.97420698118,0.311711
101.227182338329,0.242975
102.509934328325,1.27275
103.994711786223,1.47478
111.574286874308,7.56958
112.015052939453,0.430766
112.342933986672,0.317881
112.575067517731,0.222134
112.804234802155,0.219167
113.029950661346,0.215716
113.25517601377,0.215225
113.476224597017,0.211049
113.697912129558,0.211688
113.921365590959,0.213453
114.142446909878,0.211081
114.364313295469,0.211866
114.585406597933,0.211093
114.807460690609,0.212054
115.029348863175,0.211888
115.252312853586,0.212964
115.476385109643,0.214072
115.697451123639,0.211066
115.91859688695,0.211146
116.139356772231,0.21076
116.361282137589,0.211925
116.598097953611,0.226816
116.821343853013,0.213246
117.042804508957,0.211461
117.267226267617,0.214422
117.488706851199,0.211481
117.710481003772,0.211774
117.932382757813,0.211902
118.154287844175,0.211905
118.377873076498,0.213585
118.599664957174,0.211792
118.820615785556,0.210951
119.043270296155,0.212655
119.264493980687,0.211224
119.485336644664,0.210843
119.706777187924,0.211441
119.928415669805,0.211638
120.152330074053,0.213914
120.375814375282,0.213484
120.597166125067,0.211352
120.818879790524,0.211714
121.040881431048,0.212002
121.26297594634,0.212095
121.484935401061,0.211959
121.707025345688,0.21209
121.927855805896,0.21083
122.148974227319,0.211118
122.371053783515,0.21208
122.592177254983,0.211123
122.81344972859,0.211272
123.040087502917,0.216638
123.262565879519,0.212478
123.484837556686,0.212272
123.707706544996,0.212869
123.929165192548,0.211459
124.151048256427,0.211883
124.372354291981,0.211306
124.59360063939,0.211246
124.815985889158,0.212385
125.037551101772,0.211565
125.259026278052,0.211475
125.480525144933,0.211499
125.703445229225,0.21292
125.92598527995,0.21254
126.14767936982,0.211694
126.370018367202,0.212339
126.591536848952,0.211518
126.813718015769,0.212181
127.035509513835,0.211791
127.258241032594,0.212732
127.48144518939,0.213204
127.703706258596,0.212261
127.927743480716,0.214037
128.14920027065,0.211457
128.371987840679,0.212788
128.593654678874,0.211667
128.815669204623,0.212015
129.036734972795,0.211066
129.258717741632,0.211983
129.481537545769,0.21282
129.704277232063,0.21274
129.925429669915,0.211152
130.148721125892,0.213291
130.370294754147,0.211574
130.594140868781,0.213846
130.816638265479,0.212497
131.039764053539,0.213126
131.266261546417,0.216497
131.489390785867,0.213129
131.711705816349,0.212315
131.933771674771,0.212066
132.154943176384,0.211172
132.376174866803,0.211232
132.598015380547,0.211841
132.819589086754,0.211574
133.040670606126,0.211082
133.261914126029,0.211244
133.483944015685,0.21203
133.705142527746,0.211199
133.926511056878,0.211369
134.148426882385,0.211916
134.370084429612,0.211658
134.592890438563,0.212806
134.815508242133,0.212618
135.03689689991,0.211389
135.259468998236,0.212572
135.481448810213,0.21198
135.702820305189,0.211371
135.924837517374,0.212017
136.147606957302,0.212769
136.368744593041,0.211138
136.590862179763,0.212118
136.811987403806,0.211125
137.035369327814,0.213382
137.25691588695,0.211547
137.478444440459,0.211529
137.699882989017,0.211439
137.921573530873,0.211691
138.143186539075,0.211613
138.365414183304,0.212228
138.588636467321,0.213222
138.810274567959,0.211638
139.033738534789,0.213464
139.257541219618,0.213803
139.478568612816,0.211027
139.699561951842,0.210993
139.92118766927,0.211626
140.14520036832,0.214013
140.367463435918,0.212263
140.589882015342,0.212419
140.811458993615,0.211577
141.034233100827,0.212774
141.255734422479,0.211501
141.480531168432,0.214797
141.703443605724,0.212912
141.925634849102,0.212191
142.14750203654,0.211867
142.368601046777,0.211099
142.591472880448,0.212872
142.813040837041,0.211568
143.034166715456,0.211126
143.256689669866,0.212523
143.480669581284,0.21398
143.703308355286,0.212639
143.924856672937,0.211548
144.146634615569,0.211778
144.367843566396,0.211209
144.590304275659,0.212461
144.813291294142,0.212987
145.036119767231,0.212828
145.258766115549,0.212646
145.483230290589,0.214464
145.70874999037,0.21552
145.930285365569,0.211535
146.152368624467,0.212083
146.374299021669,0.21193
146.597924211296,0.213625
146.820204602388,0.21228
147.042842492314,0.212638
147.266133727989,0.213291
147.487965865433,0.211832
147.709896579832,0.211931
147.932205211475,0.212309
148.154364375595,0.212159
148.376261617528,0.211897
148.599301551847,0.21304
148.820792746996,0.211491
149.043665507564,0.212873
149.266611785379,0.212946
149.490232992861,0.213621
149.713048381597,0.212815
149.935803581092,0.212755
150.157677630221,0.211874
150.378871009492,0.211193
150.600177940706,0.211307
150.824590792585,0.214413
151.046194180727,0.211603
151.268062794977,0.211869
151.490475617103,0.212413
151.712847151956,0.212372
151.935321880323,0.212475
152.156274223391,0.210952
152.380550659367,0.214276
152.603693060544,0.213142
152.827072157343,0.213379
153.048665086601,0.211593
153.271308568685,0.212643
153.493581199541,0.212273
153.715913072022,0.212332
153.938496870553,0.212584
154.160658585977,0.212162
154.383028723513,0.21237
154.608386233229,0.215358
154.831179404963,0.212793
155.053024858347,0.211845
155.276652044613,0.213627
155.498064415766,0.211412
155.720547529558,0.212483
155.946974151116,0.216427
156.169663852894,0.21269
156.391234211534,0.21157
156.614798526639,0.213564
156.839471466599,0.214673
157.061798032769,0.212327
157.283773547688,0.211976
157.505176006087,0.211402
157.727203729505,0.212028
157.949528393491,0.212325
158.173930000485,0.214402
158.397508648924,0.213579
158.62098965264,0.213481
158.843327509781,0.212338
159.065243064039,0.211916
159.2869403427,0.211697
159.510734429644,0.213794
159.73522191817,0.214487
159.961261831222,0.21604
160.184107188116,0.212845
160.408895553471,0.214788
160.635878453515,0.216983
160.86219509805,0.216317
161.084270111284,0.212075
161.307527186555,0.213257
161.532827698924,0.215301
161.758261011965,0.215433
161.981436718463,0.213176
162.205050322147,0.213614
162.429878704879,0.214828
162.652046684924,0.212168
162.873901013583,0.211854
163.09707720331,0.213176
163.323179480049,0.216102
163.547726853211,0.214547
163.776358616209,0.218632
163.999017306139,0.212659
164.221800278389,0.212783
164.443036477007,0.211236
164.667209269856,0.214173
164.889428134669,0.212219
165.113812475216,0.214384
165.33570383947,0.211891
165.557050059172,0.211346
165.779022637579,0.211973
165.999971300911,0.210949
166.221843635437,0.211872
166.442819456562,0.210976
166.665696116789,0.212877
166.888588902693,0.212893
167.115008698134,0.21642
167.336619802382,0.211611
167.565957495544,0.219338
167.7889186288,0.212961
168.010749607057,0.211831
168.243593579931,0.222844
168.468236375253,0.214643
168.696035316117,0.217799
168.922845688579,0.21681
169.151427096265,0.218581
169.381462863149,0.220036
169.607886515188,0.216424
169.831143366908,0.213257
170.054370575555,0.213227
170.279735458796,0.215365
170.502797598725,0.213062
170.730169740311,0.217372
170.969355045931,0.229185
171.200619381468,0.221264
171.428595304898,0.217976
171.651111433926,0.212516
171.884022524056,0.222911
172.130994739842,0.236972
172.35437557587,0.213381
172.577628085321,0.213253
172.80903178973,0.221404
173.030449234881,0.211417
173.258924641145,0.218475
173.481566150531,0.212642
173.714298167051,0.222732
173.944606724595,0.220309
174.176638154273,0.222031
174.402574610995,0.215936
174.639257777931,0.226683
174.869449105009,0.220191
175.095825992425,0.216377
175.324319111065,0.218493
175.552125918741,0.217807
175.78692427979,0.224798
176.011508718773,0.214584
176.234220884536,0.212712
176.4656114055,0.221391
176.689000465321,0.213389
176.911446356678,0.212446
177.133719914793,0.212274
177.382964094889,0.239244
177.608003975071,0.21504
177.844981738499,0.226978
178.072353668185,0.217372
