X,frankfurt_urban_n_vehicles_mipv6.MA[2].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
187.083869870721,1
188.083869870721,2
190.083869870721,3
194.083869870721,4
202.083869870721,5
218.083869870721,6
250.083869870721,7
282.083869870721,8
290.495832884951,1
291.495832884951,2
293.495832884951,3
297.495832884951,4
305.495832884951,5
321.495832884951,6
335.637662514358,1
336.637662514358,2
338.637662514358,3
342.637662514358,4
350.637662514358,5
366.637662514358,6
