X,frankfurt_urban_n_vehicles_mipv6.MA[1].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
192.075077370197,1
193.075077370197,2
195.075077370197,3
199.075077370197,4
207.075077370197,5
223.075077370197,6
255.075077370197,7
287.075077370197,8
296.339690331366,1
297.339690331366,2
299.339690331366,3
303.339690331366,4
311.339690331366,5
327.339690331366,6
338.37037735694,1
339.37037735694,2
341.37037735694,3
345.37037735694,4
353.37037735694,5
369.37037735694,6
401.062546845364,1
402.062546845364,2
404.062546845364,3
408.062546845364,4
416.062546845364,5
432.062546845364,6
