X,frankfurt_urban_n_vehicles_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
196.204796151709,1
197.204796151709,2
199.204796151709,3
203.204796151709,4
211.204796151709,5
227.204796151709,6
259.204796151709,7
291.204062125565,1
292.204062125565,2
294.204062125565,3
298.204062125565,4
306.204062125565,5
322.204062125565,6
334.018860143571,1
335.018860143571,2
337.018860143571,3
341.018860143571,4
349.018860143571,5
365.018860143571,6
394.664250675254,1
395.664250675254,2
397.664250675254,3
401.664250675254,4
409.664250675254,5
425.664250675254,6
