X,frankfurt_urban_n_vehicles.MA[0].udp/rcvdPk:vector(packetBytes),frankfurt_urban_n_vehicles.MA[0].udpApp[0]/rcvdPk:vector(packetBytes)
36.028625341008,1008,1000
36.039710341008,1008,1000
36.062182341008,1008,1000
36.063649040048,1008,1000
36.068625341008,1008,1000
36.079620341008,1008,1000
36.092339341008,1008,1000
36.099602341008,1008,1000
36.116007334021,1008,1000
36.118625334021,1008,1000
36.128625334021,1008,1000
36.138625334021,1008,1000
36.149350334021,1008,1000
36.158625334021,1008,1000
36.169557334021,1008,1000
36.179467334021,1008,1000
36.188625334021,1008,1000
36.198625334021,1008,1000
36.208625326967,1008,1000
36.218625326967,1008,1000
36.229494326967,1008,1000
36.239203367646,1008,1000
36.248625326967,1008,1000
36.259269326967,1008,1000
36.276304326967,1008,1000
36.278625326967,1008,1000
36.288625326967,1008,1000
36.299692326967,1008,1000
36.319081319851,1008,1000
36.320507976577,1008,1000
36.330498319851,1008,1000
36.339638319851,1008,1000
36.349647319851,1008,1000
36.358625319851,1008,1000
36.369278319851,1008,1000
36.378625319851,1008,1000
36.388625319851,1008,1000
36.398625319851,1008,1000
36.410345312682,1008,1000
36.420858312682,1008,1000
36.437267312682,1008,1000
36.438625312682,1008,1000
36.448625312682,1008,1000
36.458625312682,1008,1000
36.468625312682,1008,1000
36.488996312682,1008,1000
36.490932312682,1008,1000
36.500696305464,1008,1000
36.508625305464,1008,1000
36.518625305464,1008,1000
36.532708305464,1008,1000
36.545629305464,1008,1000
36.558244305464,1008,1000
36.560516933416,1008,1000
36.569656305464,1008,1000
36.580831305464,1008,1000
36.588625305464,1008,1000
36.599296305464,1008,1000
36.608625298192,1008,1000
36.619521298192,1008,1000
36.628625298192,1008,1000
36.638625298192,1008,1000
36.648625298192,1008,1000
36.658625298192,1008,1000
36.668625298192,1008,1000
36.678625298192,1008,1000
36.688625298192,1008,1000
36.699958298192,1008,1000
36.708625290882,1008,1000
36.718625290882,1008,1000
36.729458290882,1008,1000
36.741457290882,1008,1000
36.756116557781,1008,1000
36.758625290882,1008,1000
36.769413290882,1008,1000
36.801310283527,1008,1000
36.803289867605,1008,1000
36.809557283527,1008,1000
36.820480283527,1008,1000
36.828625283527,1008,1000
36.845188283527,1008,1000
36.850210283527,1008,1000
36.858625283527,1008,1000
36.873124836291,1008,1000
36.878625283527,1008,1000
36.888625283527,1008,1000
36.901065276142,1008,1000
36.910750276142,1008,1000
36.919638276142,1008,1000
36.928625276142,1008,1000
36.943347276142,1008,1000
36.949395276142,1008,1000
36.958625276142,1008,1000
36.968625276142,1008,1000
36.980912276142,1008,1000
36.992465276142,1008,1000
36.998625276142,1008,1000
37.02848226873,1008,1000
37.029259823214,1008,1000
37.029875377698,1008,1000
37.04099326873,1008,1000
37.04862526873,1008,1000
37.059275380351,1008,1000
37.06862526873,1008,1000
37.07862526873,1008,1000
37.08938626873,1008,1000
37.098888349172,1008,1000
37.124238261271,1008,1000
37.125956800837,1008,1000
37.128625261271,1008,1000
37.138625261271,1008,1000
37.149904261271,1008,1000
37.158625261271,1008,1000
37.169413261271,1008,1000
37.179332261271,1008,1000
37.188625261271,1008,1000
37.199800724299,1008,1000
37.209269253769,1008,1000
37.219521253769,1008,1000
37.228625253769,1008,1000
37.239233253769,1008,1000
37.248625253769,1008,1000
37.258625253769,1008,1000
37.269512253769,1008,1000
37.281565253769,1008,1000
37.294351253769,1008,1000
37.298625253769,1008,1000
37.321525246217,1008,1000
37.326043755675,1008,1000
37.344901265133,1008,1000
37.345669774591,1008,1000
37.348625246217,1008,1000
37.358625246217,1008,1000
37.369494246217,1008,1000
37.378625246217,1008,1000
37.389710246217,1008,1000
37.40303723861,1008,1000
37.41718223861,1008,1000
37.41862523861,1008,1000
37.42963823861,1008,1000
37.44102523861,1008,1000
37.45101123861,1008,1000
37.45862523861,1008,1000
37.47032723861,1008,1000
37.47921523861,1008,1000
37.48862523861,1008,1000
37.51597623097,1008,1000
37.52032723097,1008,1000
37.53004823097,1008,1000
37.53952123097,1008,1000
37.54862523097,1008,1000
37.55942223097,1008,1000
37.56934123097,1008,1000
37.57862523097,1008,1000
37.58862523097,1008,1000
37.59862523097,1008,1000
37.608625223305,1008,1000
37.619620223305,1008,1000
37.629440223305,1008,1000
37.638625223305,1008,1000
37.651143960043,1008,1000
37.658625223305,1008,1000
37.668625223305,1008,1000
37.678625223305,1008,1000
37.688625223305,1008,1000
37.699539223305,1008,1000
37.708625215618,1008,1000
37.720786215618,1008,1000
37.728625215618,1008,1000
37.739467215618,1008,1000
37.749404215618,1008,1000
37.758625215618,1008,1000
37.768625215618,1008,1000
37.780444215618,1008,1000
37.788625215618,1008,1000
37.798625215618,1008,1000
37.808625207905,1008,1000
37.819719207905,1008,1000
37.839009207905,1008,1000
37.844887640739,1008,1000
37.849305207905,1008,1000
37.858625207905,1008,1000
37.868625207905,1008,1000
37.879206207905,1008,1000
37.888625207905,1008,1000
37.905908200152,1008,1000
37.908625200152,1008,1000
37.918625200152,1008,1000
37.928625200152,1008,1000
37.938625200152,1008,1000
37.950516200152,1008,1000
37.958625200152,1008,1000
37.968625200152,1008,1000
37.978625200152,1008,1000
37.988625200152,1008,1000
38.000570192342,1008,1000
38.009683192342,1008,1000
38.018625192342,1008,1000
38.030219192342,1008,1000
38.039512192342,1008,1000
38.049620192342,1008,1000
38.059251192342,1008,1000
38.068625192342,1008,1000
38.085809192342,1008,1000
38.088625192342,1008,1000
38.098625192342,1008,1000
38.108625184507,1008,1000
38.119494184507,1008,1000
38.129332184507,1008,1000
38.139940184507,1008,1000
38.148625184507,1008,1000
38.159656184507,1008,1000
38.168625184507,1008,1000
38.179377184507,1008,1000
38.190786184507,1008,1000
38.199766577541,1008,1000
38.211193939915,1008,1000
38.221164176619,1008,1000
38.228625176619,1008,1000
38.238625176619,1008,1000
38.248625176619,1008,1000
38.262456176619,1008,1000
38.273464176619,1008,1000
38.278625176619,1008,1000
38.288625176619,1008,1000
38.298625176619,1008,1000
38.308625168724,1008,1000
38.323433168724,1008,1000
38.329530168724,1008,1000
38.338625168724,1008,1000
38.348625168724,1008,1000
38.358625168724,1008,1000
38.369350168724,1008,1000
38.381227168724,1008,1000
38.388625168724,1008,1000
38.398625168724,1008,1000
38.418000835179,1008,1000
38.419215173867,1008,1000
