X,frankfurt_urban_n_vehicles.MA[7].idLayer/sequenceUpdateCa:vector
112.849118057121,1
207.145475113432,2
315.264369040604,3
348.726687731266,4
386.03957118277,5
386.53957118277,6
387.03957118277,7
387.53957118277,8
387.660446747102,9
388.160446747102,10
388.660446747102,11
389.160446747102,12
389.660446747102,13
390.160446747102,14
390.660446747102,15
391.160446747102,16
391.660446747102,17
392.160446747102,18
392.660446747102,19
393.160446747102,20
393.660446747102,21
394.160446747102,22
394.660446747102,23
395.160446747102,24
395.660446747102,25
396.160446747102,26
396.660446747102,27
397.160446747102,28
397.660446747102,29
398.160446747102,30
398.660446747102,31
399.160446747102,32
399.660446747102,33
400.160446747102,34
400.660446747102,35
401.160446747102,36
401.660446747102,37
402.160446747102,38
402.660446747102,39
403.160446747102,40
403.660446747102,41
404.160446747102,42
404.660446747102,43
405.160446747102,44
405.660446747102,45
406.160446747102,46
406.660446747102,47
407.160446747102,48
407.660446747102,49
408.160446747102,50
408.660446747102,51
410.317792821623,52
