X,frankfurt_urban_n_vehicles.MA[5].idLayer/sequenceUpdateCa:vector
196.238843239706,1
300.198281976854,2
348.398665258342,3
384.279910845412,4
384.779910845412,5
385.279910845412,6
385.779910845412,7
386.179671253835,8
386.679671253835,9
387.179671253835,10
387.679671253835,11
388.179671253835,12
388.679671253835,13
389.179671253835,14
389.679671253835,15
390.179671253835,16
390.679671253835,17
391.179671253835,18
391.679671253835,19
392.179671253835,20
392.679671253835,21
393.179671253835,22
393.679671253835,23
394.179671253835,24
394.679671253835,25
395.179671253835,26
395.679671253835,27
396.179671253835,28
396.679671253835,29
397.179671253835,30
397.679671253835,31
398.179671253835,32
398.679671253835,33
399.179671253835,34
399.679671253835,35
399.687330136532,36
400.187330136532,37
400.687330136532,38
401.124212228677,39
