X,frankfurt_urban_n_vehicles_mipv6.MA[6].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
192.290691085719,1
193.290691085719,2
195.290691085719,3
199.290691085719,4
207.290691085719,5
223.290691085719,6
255.290691085719,7
287.290691085719,8
301.288812679001,1
302.288812679001,2
304.288812679001,3
308.288812679001,4
316.288812679001,5
332.288812679001,6
344.601743971317,1
345.601743971317,2
347.601743971317,3
351.601743971317,4
359.601743971317,5
375.601743971317,6
