X,frankfurt_urban_n_vehicles_mipv6.MA[6].tcpApp[0]/endToEndDelay:vector
42.71231166565,0.319838
42.855728451569,0.133417
42.992875171793,0.127147
43.134638049212,0.131763
43.279308161864,0.13467
43.420322314361,0.131014
43.561856825459,0.131535
43.70965182402,0.137795
43.85605047396,0.136399
43.999397034575,0.133347
44.146287746691,0.136891
44.287462684258,0.131175
44.431351044914,0.133888
44.607037586822,0.165687
44.75849000279,0.141452
44.946388603505,0.177899
45.090207006122,0.133818
45.256573094944,0.156366
45.434865267868,0.168292
45.584835417958,0.13997
45.744533117831,0.149698
45.895350934797,0.140818
46.057783412498,0.152432
46.201604139036,0.133821
46.383361124048,0.171757
46.527596205747,0.134235
46.670830456412,0.133234
46.822151323397,0.141321
46.999890401344,0.167739
47.155316905259,0.145427
47.299984907223,0.134668
47.451947144304,0.141962
47.603355111022,0.141408
47.776761478337,0.163406
47.969761283519,0.183
48.134692198752,0.154931
48.279239533107,0.134547
48.426099600137,0.13686
48.595568626378,0.159469
48.778342965962,0.172774
48.937751801722,0.149409
49.096415411969,0.148664
49.23787495798,0.13146
49.410140587292,0.162266
49.571262627093,0.151122
49.729452499111,0.14819
49.872897237419,0.133445
50.019430611325,0.136533
50.166842712406,0.137412
50.326915432939,0.150073
50.481978082857,0.145063
50.624642323563,0.132664
50.775246858288,0.140605
50.926089525883,0.140843
51.072607272146,0.136518
51.23735494866,0.154748
51.403928733054,0.156574
51.557090590377,0.143162
51.745553803629,0.178463
52.887326221544,1.13177
53.247791614384,0.350465
53.396808934448,0.139017
53.573972749282,0.167164
53.74490486795,0.160932
53.899197296316,0.144292
54.06779495359,0.158598
54.28027767035,0.202483
54.547084219573,0.256807
55.705896552301,1.14881
56.054343872641,0.338447
56.205633493145,0.14129
56.389426397565,0.173793
56.751056313812,0.35163
57.043217862037,0.282162
57.360149481872,0.306932
57.641239793842,0.27109
57.857126275027,0.205886
58.042065113661,0.174939
58.240584470455,0.188519
58.537921538246,0.287337
58.860908834276,0.312987
59.113130389969,0.242222
59.523162675855,0.400032
59.897093739257,0.363931
60.187375575462,0.280282
61.627430286976,1.43005
61.873865126546,0.236435
62.04968289889,0.165818
62.22030774942,0.160625
62.392164080118,0.161856
62.545720128301,0.143556
62.701040484328,0.14532
62.85100920313,0.139969
63.004796903008,0.143788
63.235133856741,0.220337
64.502839185059,1.25771
64.817413086867,0.304574
65.031902203122,0.204489
65.262853920592,0.220952
65.464356399068,0.191502
65.635297492271,0.160941
66.982123386144,1.33683
67.288355590408,0.296232
67.532442062705,0.234086
67.701950421403,0.159508
67.898656946036,0.186707
68.04998199093,0.141325
68.232877087531,0.172895
68.447662079228,0.204785
68.641064746639,0.183403
68.824053096073,0.172988
69.108322632922,0.27427
70.337415379993,1.21909
70.734302258882,0.386887
70.924377213179,0.180075
71.07594767584,0.14157
71.238848808025,0.152901
71.389027923019,0.140179
71.534295121334,0.135267
71.68941513298,0.14512
71.830360005508,0.130945
72.031052873605,0.190693
72.238491072888,0.197438
72.416194242075,0.167703
72.608625378588,0.182431
72.774917566568,0.156292
72.96899119296,0.184074
73.202852824294,0.223862
