X,frankfurt_urban_n_vehicles_mipv6.MA[2].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
195.489139398408,1
196.489139398408,2
198.489139398408,3
202.489139398408,4
210.489139398408,5
226.489139398408,6
258.489139398408,7
290.489139398408,8
295.175205735768,1
296.175205735768,2
298.175205735768,3
302.175205735768,4
310.175205735768,5
326.175205735768,6
339.404551447691,1
340.404551447691,2
342.404551447691,3
346.404551447691,4
354.404551447691,5
370.404551447691,6
399.356245814819,1
400.356245814819,2
402.356245814819,3
406.356245814819,4
