X,frankfurt_urban_n_vehicles_mipv6.MA[3].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
201.587837296008,1
202.587837296008,2
204.587837296008,3
208.587837296008,4
216.587837296008,5
232.587837296008,6
264.587837296008,7
295.391515386265,1
296.391515386265,2
298.391515386265,3
302.391515386265,4
310.391515386265,5
326.391515386265,6
343.802307143352,1
344.802307143352,2
346.802307143352,3
350.802307143352,4
358.802307143352,5
374.802307143352,6
404.451301589957,1
405.451301589957,2
407.451301589957,3
411.451301589957,4
