X,frankfurt_urban_n_vehicles.MA[7].idLayer/sequenceUpdateCa:vector
118.371976205908,1
204.166713434101,2
298.90582850007,3
345.124109720234,4
387.326138948211,5
387.826138948211,6
388.326138948211,7
388.826138948211,8
389.326138948211,9
389.826138948211,10
390.326138948211,11
390.826138948211,12
391.326138948211,13
391.826138948211,14
392.326138948211,15
392.826138948211,16
393.326138948211,17
393.826138948211,18
394.326138948211,19
394.826138948211,20
395.326138948211,21
395.826138948211,22
396.326138948211,23
396.826138948211,24
397.326138948211,25
397.826138948211,26
398.326138948211,27
398.826138948211,28
399.326138948211,29
399.826138948211,30
400.326138948211,31
400.826138948211,32
401.326138948211,33
401.826138948211,34
402.326138948211,35
402.826138948211,36
403.326138948211,37
403.826138948211,38
404.326138948211,39
404.826138948211,40
405.326138948211,41
405.826138948211,42
406.326138948211,43
406.826138948211,44
406.838054560081,45
407.338054560081,46
407.838054560081,47
408.220748663042,48
