X,frankfurt_urban_n_vehicles_mipv6.MA[6].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
198.087827010799,1
199.087827010799,2
201.087827010799,3
205.087827010799,4
213.087827010799,5
229.087827010799,6
261.087827010799,7
293.087827010799,8
293.624247772929,1
294.624247772929,2
296.624247772929,3
300.624247772929,4
308.624247772929,5
324.624247772929,6
338.846670307212,1
339.846670307212,2
341.846670307212,3
345.846670307212,4
353.846670307212,5
369.846670307212,6
400.178757208828,1
