X,frankfurt_urban_n_vehicles_mipv6.MA[5].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
201.713213067352,1
202.713213067352,2
204.713213067352,3
208.713213067352,4
216.713213067352,5
232.713213067352,6
264.713213067352,7
296.713213067352,8
306.682786491007,1
307.682786491007,2
309.682786491007,3
313.682786491007,4
321.682786491007,5
337.682786491007,6
345.995104539998,1
346.995104539998,2
348.995104539998,3
352.995104539998,4
360.995104539998,5
376.995104539998,6
