X,frankfurt_urban_n_vehicles_mipv6.MA[2].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
195.570943890138,1
196.570943890138,2
198.570943890138,3
202.570943890138,4
210.570943890138,5
226.570943890138,6
258.570943890138,7
290.570943890138,8
290.60289417338,1
291.60289417338,2
293.60289417338,3
297.60289417338,4
305.60289417338,5
321.60289417338,6
339.785219311537,1
340.785219311537,2
342.785219311537,3
346.785219311537,4
354.785219311537,5
370.785219311537,6
402.785219311537,7
