X,frankfurt_urban_n_vehicles_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
194.611686534448,1
195.611686534448,2
197.611686534448,3
201.611686534448,4
209.611686534448,5
225.611686534448,6
257.611686534448,7
289.611686534448,8
291.6433028163,1
292.6433028163,2
294.6433028163,3
298.6433028163,4
306.6433028163,5
322.6433028163,6
332.172370629011,1
333.172370629011,2
335.172370629011,3
339.172370629011,4
347.172370629011,5
363.172370629011,6
395.172370629011,7
397.802123213128,1
398.802123213128,2
400.802123213128,3
404.802123213128,4
412.802123213128,5
428.802123213128,6
