X,frankfurt_urban_n_vehicles_mipv6.MA[4].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
203.942030339498,1
204.942030339498,2
206.942030339498,3
210.942030339498,4
218.942030339498,5
234.942030339498,6
266.942030339498,7
298.675255795636,1
299.675255795636,2
301.675255795636,3
305.675255795636,4
313.675255795636,5
329.675255795636,6
343.589438071311,1
344.589438071311,2
346.589438071311,3
350.589438071311,4
358.589438071311,5
374.589438071311,6
382.931479950193,1
383.931479950193,2
385.931479950193,3
389.931479950193,4
397.931479950193,5
406.589438071311,7
409.176799085411,6
410.176799085411,7
438.589438071311,8
