X,frankfurt_urban_n_vehicles_mipv6.MA[7].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
202.058575228451,1
203.058575228451,2
205.058575228451,3
209.058575228451,4
217.058575228451,5
233.058575228451,6
265.058575228451,7
294.636301731087,1
295.636301731087,2
297.636301731087,3
301.636301731087,4
309.636301731087,5
325.636301731087,6
344.890056859019,1
345.890056859019,2
347.890056859019,3
351.890056859019,4
359.890056859019,5
375.890056859019,6
384.594384159698,1
385.594384159698,2
387.594384159698,3
391.594384159698,4
399.594384159698,5
407.824922729632,6
407.890056859019,7
408.824922729632,7
439.890056859019,8
