X,frankfurt_urban_n_vehicles_multi_radio.MA[0].udp/rcvdPk:vector(packetBytes),frankfurt_urban_n_vehicles_multi_radio.MA[0].udpApp[0]/rcvdPk:vector(packetBytes)
31.094547625601,1008,1000
31.102734220129,1008,1000
31.113810220129,1008,1000
31.124174541107,1008,1000
31.134951585751,1008,1000
31.142734220129,1008,1000
31.155066220129,1008,1000
31.166244649333,1008,1000
31.172734220129,1008,1000
31.182734220129,1008,1000
31.193468220129,1008,1000
31.203846228799,1008,1000
31.213639228799,1008,1000
31.223423228799,1008,1000
31.233693228799,1008,1000
31.242734228799,1008,1000
31.253450228799,1008,1000
31.264706228799,1008,1000
31.272734228799,1008,1000
31.282734228799,1008,1000
31.292734228799,1008,1000
31.304211237326,1008,1000
31.313495237326,1008,1000
31.322734237326,1008,1000
31.335944237326,1008,1000
31.342734237326,1008,1000
31.352734237326,1008,1000
31.362734237326,1008,1000
31.380125237326,1008,1000
31.383630237326,1008,1000
31.397614237326,1008,1000
31.404877245712,1008,1000
31.412734245712,1008,1000
31.422734245712,1008,1000
31.432734245712,1008,1000
31.443468245712,1008,1000
31.454220245712,1008,1000
31.462734245712,1008,1000
31.472734245712,1008,1000
31.482734245712,1008,1000
31.492734245712,1008,1000
31.503324253954,1008,1000
31.513888114893,1008,1000
31.522734253954,1008,1000
31.533639253954,1008,1000
31.543756253954,1008,1000
31.554085253954,1008,1000
31.562976268699,1008,1000
31.572734253954,1008,1000
31.582734253954,1008,1000
31.592734253954,1008,1000
31.602734262054,1008,1000
31.613351262054,1008,1000
31.622734262054,1008,1000
31.632734262054,1008,1000
31.642734262054,1008,1000
31.652734262054,1008,1000
31.663810262054,1008,1000
31.672734262054,1008,1000
31.684742262054,1008,1000
31.692734262054,1008,1000
31.703288270011,1008,1000
31.712734270011,1008,1000
31.729792270011,1008,1000
31.732734270011,1008,1000
31.745782270011,1008,1000
31.752734270011,1008,1000
31.765048270011,1008,1000
31.773432270011,1008,1000
31.782734270011,1008,1000
31.792734270011,1008,1000
31.802734277824,1008,1000
31.812734277824,1008,1000
31.822734277824,1008,1000
31.832734277824,1008,1000
31.842734277824,1008,1000
31.856106277824,1008,1000
31.866889277824,1008,1000
31.872734277824,1008,1000
31.884499277824,1008,1000
31.910708285493,1008,1000
31.913819285493,1008,1000
31.922734285493,1008,1000
31.936601285493,1008,1000
31.942734285493,1008,1000
31.953088020641,1008,1000
31.963405285493,1008,1000
31.972734285493,1008,1000
31.986650402899,1008,1000
31.996781285493,1008,1000
32.003378293019,1008,1000
32.016577868003,1008,1000
32.022734293019,1008,1000
32.033468293019,1008,1000
32.043540293019,1008,1000
32.068236293019,1008,1000
32.078281868003,1008,1000
32.079059442987,1008,1000
32.083783293019,1008,1000
32.092734293019,1008,1000
32.107510300401,1008,1000
32.114634300401,1008,1000
32.122734300401,1008,1000
32.132734300401,1008,1000
32.142734300401,1008,1000
32.154346300401,1008,1000
32.162734300401,1008,1000
32.182536550862,1008,1000
32.18814014061,1008,1000
32.192734300401,1008,1000
32.202734307639,1008,1000
32.215449307639,1008,1000
32.222734307639,1008,1000
32.232734307639,1008,1000
32.243720307639,1008,1000
32.254292307639,1008,1000
32.262734307639,1008,1000
32.275656307639,1008,1000
32.282734307639,1008,1000
32.316046423624,1008,1000
32.321374150926,1008,1000
32.323977878228,1008,1000
32.334238314732,1008,1000
32.348343314732,1008,1000
32.354292314732,1008,1000
32.362734314732,1008,1000
32.374166314732,1008,1000
32.382734314732,1008,1000
32.393783314732,1008,1000
32.402734321681,1008,1000
32.413612321681,1008,1000
32.425012321681,1008,1000
32.432734321681,1008,1000
32.442734321681,1008,1000
32.456871321681,1008,1000
32.462734321681,1008,1000
32.473720321681,1008,1000
32.483684321681,1008,1000
32.492957074055,1008,1000
32.502734328582,1008,1000
32.516169328582,1008,1000
32.539999328582,1008,1000
32.542041117068,1008,1000
32.545905905554,1008,1000
32.552734328582,1008,1000
32.562734328582,1008,1000
32.572734328582,1008,1000
32.583486328582,1008,1000
32.593369328582,1008,1000
32.618214120633,1008,1000
32.619444938949,1008,1000
32.629229757265,1008,1000
32.635075335335,1008,1000
32.645404335335,1008,1000
32.652734335335,1008,1000
32.662734335335,1008,1000
32.675291335335,1008,1000
32.688262335335,1008,1000
32.693477335335,1008,1000
32.71572834194,1008,1000
32.720732189604,1008,1000
32.723089037268,1008,1000
32.73707834194,1008,1000
32.74273434194,1008,1000
32.75480534194,1008,1000
32.763566095079,1008,1000
32.77338734194,1008,1000
32.78273434194,1008,1000
32.820389340535,1008,1000
32.823326216977,1008,1000
32.826313093419,1008,1000
32.832734348397,1008,1000
32.850737348397,1008,1000
32.853467224839,1008,1000
32.863531348397,1008,1000
