X,frankfurt_urban_n_vehicles_multi_radio.MA[1].udp/rcvdPk:vector(packetBytes),frankfurt_urban_n_vehicles_multi_radio.MA[1].udpApp[0]/rcvdPk:vector(packetBytes)
32.289216249609,1008,1000
32.315424137485,1008,1000
32.317784864787,1008,1000
32.322072592089,1008,1000
32.331168764083,1008,1000
32.338872764083,1008,1000
32.350117755895,1008,1000
32.359417764083,1008,1000
32.370242375694,1008,1000
32.378872764083,1008,1000
32.388872764083,1008,1000
32.401339772525,1008,1000
32.409435772525,1008,1000
32.419984772525,1008,1000
32.428972048136,1008,1000
32.439903772525,1008,1000
32.448872772525,1008,1000
32.458872772525,1008,1000
32.468872772525,1008,1000
32.478872772525,1008,1000
32.492109772525,1008,1000
32.498872772525,1008,1000
32.509552780825,1008,1000
32.518872780825,1008,1000
32.541247800337,1008,1000
32.542550588823,1008,1000
32.548872780825,1008,1000
32.559858780825,1008,1000
32.568872780825,1008,1000
32.579714780825,1008,1000
32.589975780825,1008,1000
32.616758788987,1008,1000
32.618750607303,1008,1000
32.623668425619,1008,1000
32.631121243935,1008,1000
32.638872788987,1008,1000
32.648872788987,1008,1000
32.659714788987,1008,1000
32.669885788987,1008,1000
32.678872788987,1008,1000
32.691193822005,1008,1000
32.699471788987,1008,1000
32.716480843284,1008,1000
32.722286690948,1008,1000
32.728872797056,1008,1000
32.738872797056,1008,1000
32.748872797056,1008,1000
32.759579797056,1008,1000
32.768872797056,1008,1000
32.778872797056,1008,1000
32.795768797056,1008,1000
32.816470979826,1008,1000
32.821132856268,1008,1000
32.82483973271,1008,1000
32.829507804988,1008,1000
32.838872804988,1008,1000
32.85278186413,1008,1000
32.858872804988,1008,1000
32.868872804988,1008,1000
32.878872804988,1008,1000
32.889885804988,1008,1000
32.901867884574,1008,1000
32.909435812812,1008,1000
32.918872812812,1008,1000
32.928872812812,1008,1000
32.952553186214,1008,1000
32.956116090924,1008,1000
32.961191995634,1008,1000
32.968872812812,1008,1000
32.978872812812,1008,1000
32.988872812812,1008,1000
32.999615812812,1008,1000
33.00952546555,1008,1000
33.018872820503,1008,1000
33.028872820503,1008,1000
33.038872820503,1008,1000
33.070470193905,1008,1000
33.073525126321,1008,1000
33.076998058737,1008,1000
33.078872820503,1008,1000
33.094549820503,1008,1000
33.098872820503,1008,1000
33.108872828083,1008,1000
33.121056828083,1008,1000
33.153020924195,1008,1000
33.157484883797,1008,1000
33.161093843399,1008,1000
33.165237803001,1008,1000
33.183126762603,1008,1000
33.186482722205,1008,1000
33.193921681807,1008,1000
33.198872828083,1008,1000
33.215338004828,1008,1000
33.22164199105,1008,1000
33.228872835527,1008,1000
33.238872835527,1008,1000
33.249624835527,1008,1000
33.258872835527,1008,1000
33.268872835527,1008,1000
33.280160835527,1008,1000
33.289723835527,1008,1000
33.299658165292,1008,1000
33.308872842836,1008,1000
33.322046842836,1008,1000
33.328872842836,1008,1000
33.339903842836,1008,1000
33.349552842836,1008,1000
33.364892962114,1008,1000
33.368872842836,1008,1000
33.378872842836,1008,1000
33.409510223437,1008,1000
33.413015261247,1008,1000
33.427543542043,1008,1000
33.431286579853,1008,1000
33.432499617663,1008,1000
33.438872850035,1008,1000
33.451742980451,1008,1000
33.458872850035,1008,1000
33.469714850035,1008,1000
33.478872850035,1008,1000
33.488872850035,1008,1000
33.498872850035,1008,1000
33.508872857117,1008,1000
33.536337998375,1008,1000
33.546653061191,1008,1000
33.556253124007,1008,1000
33.562247186823,1008,1000
33.564446249639,1008,1000
33.569616754925,1008,1000
33.578872857117,1008,1000
33.591204857117,1008,1000
33.599597857117,1008,1000
33.608872864098,1008,1000
33.633673016372,1008,1000
33.637497104166,1008,1000
33.64475219196,1008,1000
33.648872864098,1008,1000
33.658872864098,1008,1000
33.671159864098,1008,1000
33.678872864098,1008,1000
33.688872864098,1008,1000
33.701081023221,1008,1000
33.719043244349,1008,1000
33.722174356987,1008,1000
33.728872870947,1008,1000
33.739642870947,1008,1000
33.749015034367,1008,1000
33.761924244349,1008,1000
33.770511870947,1008,1000
33.778872870947,1008,1000
33.808966681958,1008,1000
33.814781819038,1008,1000
33.829350956118,1008,1000
33.833468093198,1008,1000
33.85636342925,1008,1000
33.85860756633,1008,1000
33.86643370341,1008,1000
33.87650484049,1008,1000
33.88009097757,1008,1000
33.884208915678,1008,1000
33.890268681899,1008,1000
33.898872877663,1008,1000
33.908872884266,1008,1000
33.919489884266,1008,1000
33.928872884266,1008,1000
33.938872884266,1008,1000
33.956677257668,1008,1000
33.978162606926,1008,1000
33.980294768346,1008,1000
33.983605929766,1008,1000
33.988872884266,1008,1000
33.998872884266,1008,1000
34.008872890743,1008,1000
